Time (ms),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V)
0.00,30.477,155.1889,5.092
0.20,29.9,152.49,5.1
0.40,29.54,150.4177,5.092
0.60,29.521,150.439,5.096
0.80,29.558,150.6276,5.096
1.00,31.608,161.0112,5.094
1.20,31.109,158.3448,5.09
1.40,29.879,152.0841,5.09
1.60,29.719,151.5075,5.098
1.80,29.821,151.7889,5.09
2.00,30.245,154.068,5.094
2.20,30.198,153.889,5.096
2.40,30.967,157.7459,5.094
2.60,29.929,152.3985,5.092
2.80,29.75,151.606,5.096
3.00,30.253,154.0483,5.092
3.20,29.775,151.5547,5.09
3.40,29.743,151.4514,5.092
3.60,29.897,152.3551,5.096
3.80,30.993,158.0023,5.098
4.00,30.259,154.1999,5.096
4.20,29.834,151.9744,5.094
4.40,29.652,150.988,5.092
4.60,29.803,151.8165,5.094
4.80,29.883,152.224,5.094
5.00,30.354,154.5626,5.092
5.20,30.925,157.6557,5.098
5.40,29.753,151.5023,5.092
5.60,29.861,152.2911,5.1
5.80,29.853,152.0712,5.094
6.00,30.123,153.4465,5.094
6.20,29.781,151.7044,5.094
6.40,29.978,152.7079,5.094
6.60,30.936,157.6499,5.096
6.80,29.947,152.4901,5.092
7.00,30.07,153.2367,5.096
7.20,30.071,153.1817,5.094
7.40,29.818,151.7736,5.09
7.60,29.825,151.9285,5.094
7.80,30.022,152.7519,5.088
8.00,31.249,159.2449,5.096
8.20,29.789,151.626,5.09
8.40,29.84,152.0647,5.096
8.60,29.777,151.8031,5.098
8.80,29.931,152.4086,5.092
9.00,30.001,152.8251,5.094
9.20,30.041,153.0889,5.096
9.40,31.737,161.4778,5.088
9.60,31.986,163.0007,5.096
9.80,32.007,163.0437,5.094
10.00,32.038,163.2656,5.096
10.20,31.812,162.1776,5.098
10.40,32.005,163.0335,5.094
10.60,31.564,160.8501,5.096
10.80,31.821,162.2234,5.098
11.00,32.298,164.6552,5.098
11.20,31.904,162.3275,5.088
11.40,31.867,162.2668,5.092
11.60,29.636,151.0251,5.096
11.80,29.63,150.9352,5.094
12.00,29.767,151.514,5.09
12.20,30.041,153.2091,5.1
12.40,30.429,154.9445,5.092
12.60,31.449,160.2641,5.096
12.80,30.142,153.5434,5.094
13.00,30.022,152.872,5.092
13.20,29.828,151.8842,5.092
13.40,29.797,151.9051,5.098
13.60,29.801,151.8063,5.094
13.80,30.037,152.8883,5.09
14.00,30.956,157.6279,5.092
14.20,30.017,153.0267,5.098
14.40,29.752,151.4377,5.09
14.60,29.817,151.8282,5.092
14.80,29.947,152.4901,5.092
15.00,29.95,152.6252,5.096
15.20,29.947,152.7297,5.1
15.40,30.879,157.1741,5.09
15.60,30.01,152.8709,5.094
15.80,29.853,152.1906,5.098
16.00,30.028,152.8425,5.09
16.20,29.87,152.1578,5.094
16.40,29.852,152.1855,5.098
16.60,29.814,151.7533,5.09
16.80,31.044,158.1381,5.094
17.00,30.017,153.0867,5.1
17.20,29.869,152.0929,5.092
17.40,29.655,151.1219,5.096
17.60,29.912,152.4316,5.096
17.80,29.904,152.2114,5.09
18.00,31.154,158.6362,5.092
18.20,30.024,152.9422,5.094
18.40,29.827,152.058,5.098
18.60,29.837,152.0494,5.096
18.80,29.797,151.6667,5.09
19.00,30.193,153.7428,5.092
19.20,29.741,151.5006,5.094
19.40,30.861,157.2677,5.096
19.60,30.061,153.251,5.098
19.80,29.774,151.5497,5.09
20.00,30.106,153.4202,5.096
20.20,29.75,151.487,5.092
20.40,29.9,152.2508,5.092
20.60,29.864,152.2467,5.098
20.80,30.881,157.1225,5.088
21.00,32.318,164.5633,5.092
21.20,31.895,162.5369,5.096
21.40,31.677,161.1726,5.088
21.60,31.911,162.4908,5.092
21.80,31.999,163.0669,5.096
22.00,32.393,164.8804,5.09
22.20,31.686,161.3451,5.092
22.40,31.85,162.3076,5.096
22.60,32.034,163.0531,5.09
22.80,32.056,163.1009,5.088
23.00,30.974,157.9055,5.098
23.20,29.555,150.4941,5.092
23.40,29.479,150.1071,5.092
23.60,29.619,151.0569,5.1
23.80,29.549,150.3453,5.088
24.00,32.017,163.0946,5.094
24.20,30.583,155.6675,5.09
24.40,29.886,152.2393,5.094
24.60,29.901,152.1961,5.09
24.80,29.736,151.5941,5.098
25.00,30.272,154.0845,5.09
25.20,29.715,151.3682,5.094
25.40,29.911,152.4265,5.096
25.60,31.016,157.9335,5.092
25.80,29.743,151.3919,5.09
26.00,30.134,153.6231,5.098
26.20,29.789,151.8047,5.096
26.40,29.794,151.7706,5.094
26.60,29.936,152.3743,5.09
26.80,30.317,154.5561,5.098
27.00,31.37,159.8615,5.096
27.20,29.738,151.4854,5.094
27.40,29.699,151.1679,5.09
27.60,29.859,152.042,5.092
27.80,29.814,151.8129,5.092
28.00,30.137,153.4576,5.092
28.20,30.103,153.3447,5.094
28.40,30.68,156.1612,5.09
28.60,29.903,152.2063,5.09
28.80,29.729,151.3801,5.092
29.00,30.233,154.0069,5.094
29.20,29.769,151.7624,5.098
29.40,29.775,151.5547,5.09
29.60,30.069,153.0512,5.09
29.80,30.9,157.5282,5.098
30.00,30.098,153.1988,5.09
30.20,29.819,151.9576,5.096
30.40,29.732,151.2764,5.088
30.60,29.964,152.6366,5.094
30.80,29.796,151.7212,5.092
31.00,30.239,153.9165,5.09
31.20,30.909,157.4504,5.094
31.40,29.856,152.2059,5.098
31.60,29.794,151.5919,5.088
31.80,30.211,153.8344,5.092
32.00,30.133,153.5578,5.096
32.20,29.781,151.6449,5.092
32.40,29.909,152.2966,5.092
32.60,31.906,162.4016,5.09
32.80,32.219,164.0592,5.092
33.00,31.895,162.4093,5.092
33.20,31.707,161.5789,5.096
33.40,31.895,162.3456,5.09
33.60,31.658,161.1392,5.09
33.80,32.177,163.9096,5.094
34.00,31.903,162.5777,5.096
34.20,32.01,163.187,5.098
34.40,31.847,162.1649,5.092
34.60,29.718,151.3241,5.092
34.80,29.83,151.8347,5.09
35.00,29.52,150.3749,5.094
35.20,29.544,150.438,5.092
35.40,30.58,155.7134,5.092
35.60,31.565,160.9184,5.098
35.80,30.201,153.7231,5.09
36.00,29.822,152.0326,5.098
36.20,29.694,151.2018,5.092
36.40,30.061,153.251,5.098
36.60,30.028,152.9626,5.094
36.80,30.031,152.9178,5.092
37.00,30.97,157.6992,5.092
37.20,29.95,152.6851,5.098
37.40,29.817,151.7685,5.09
37.60,29.885,152.294,5.096
37.80,30.029,152.9677,5.094
38.00,29.818,151.9525,5.096
38.20,29.814,152.0514,5.1
38.40,30.981,157.7553,5.092
38.60,29.953,152.7004,5.098
38.80,29.973,152.6225,5.092
39.00,29.947,152.6698,5.098
39.20,29.82,151.8434,5.092
39.40,29.894,152.28,5.094
39.60,29.827,151.8791,5.092
39.80,31.061,158.2247,5.094
40.00,30.153,153.72,5.098
40.20,29.77,151.7675,5.098
40.40,29.865,152.0726,5.092
40.60,29.725,151.4191,5.094
40.80,29.896,152.1706,5.09
41.00,30.033,153.0482,5.096
41.20,30.894,157.2505,5.09
41.40,30.41,154.9694,5.096
41.60,29.694,151.1425,5.09
41.80,29.924,152.5526,5.098
42.00,30.003,152.7753,5.092
42.20,29.812,151.8027,5.092
42.40,29.776,151.7385,5.096
42.60,30.926,157.4133,5.09
42.80,29.981,152.8431,5.098
43.00,30.045,152.9891,5.092
43.20,29.767,151.6926,5.096
43.40,29.95,152.5653,5.094
43.60,29.735,151.3512,5.09
43.80,29.798,151.791,5.094
44.00,34.436,175.1415,5.086
44.20,36.141,184.03,5.092
44.40,35.818,182.1703,5.086
44.60,35.359,180.1187,5.094
44.80,35.346,179.8404,5.088
45.00,35.379,180.2206,5.094
45.20,35.437,180.3035,5.088
45.40,35.419,180.4952,5.096
45.60,35.457,180.4052,5.088
45.80,34.627,176.3899,5.094
46.00,34.696,176.7414,5.094
46.20,32.727,166.7113,5.094
46.40,32.703,166.6545,5.096
46.60,32.216,163.9794,5.09
46.80,32.174,163.9587,5.096
47.00,32.153,163.6588,5.09
47.20,34.206,174.1086,5.09
47.40,33.425,170.2001,5.092
47.60,32.388,164.8549,5.09
47.80,32.525,165.6824,5.094
48.00,32.507,165.4606,5.09
48.20,32.444,165.3346,5.096
48.40,32.585,165.8577,5.09
48.60,33.611,171.0128,5.088
48.80,32.457,165.4009,5.096
49.00,32.433,165.1488,5.092
49.20,32.433,165.084,5.09
49.40,32.437,165.3638,5.098
49.60,32.469,165.3971,5.094
49.80,32.606,165.8993,5.088
50.00,33.676,171.4782,5.092
50.20,32.388,165.0493,5.096
50.40,32.474,165.4225,5.094
50.60,32.415,164.9275,5.088
50.80,32.491,165.5092,5.094
51.00,32.422,164.9631,5.088
51.20,33.107,168.647,5.094
51.40,33.471,170.3004,5.088
51.60,32.582,166.103,5.098
51.80,32.361,164.7175,5.09
52.00,32.515,165.5014,5.09
52.20,32.574,165.8668,5.092
52.40,32.36,164.8418,5.094
52.60,32.676,166.3208,5.09
52.80,33.463,170.3267,5.09
53.00,32.475,165.4926,5.096
53.20,32.664,166.2598,5.09
53.40,32.419,165.2072,5.096
53.60,32.461,165.4862,5.098
53.80,32.348,164.5866,5.088
54.00,32.575,165.8068,5.09
54.20,33.592,171.1176,5.094
54.40,32.46,165.1565,5.088
54.60,32.481,165.3283,5.09
54.80,32.434,165.2837,5.096
55.00,32.473,165.5473,5.098
55.20,32.447,165.285,5.094
55.40,32.624,165.9909,5.088
55.60,34.531,175.7628,5.09
55.80,34.676,176.3621,5.086
56.00,34.609,176.2982,5.094
56.20,34.838,177.2557,5.088
56.40,34.402,175.3126,5.096
56.60,34.408,175.2744,5.094
56.80,34.526,175.9445,5.096
57.00,34.436,175.2104,5.088
57.20,34.621,176.1516,5.088
57.40,34.625,176.2413,5.09
57.60,34.299,174.7877,5.096
57.80,32.298,164.3322,5.088
58.00,32.187,163.9606,5.094
58.20,32.295,164.3169,5.088
58.40,32.185,163.8217,5.09
58.60,33.152,168.8763,5.094
58.80,34.146,173.7348,5.088
59.00,32.587,165.933,5.092
59.20,32.454,165.3856,5.096
59.40,32.539,165.6235,5.09
59.60,32.404,165.066,5.094
59.80,32.459,165.2163,5.09
60.00,32.508,165.5957,5.094
60.20,33.553,170.7177,5.088
60.40,32.608,166.0399,5.092
60.60,32.612,166.1255,5.094
60.80,32.516,165.5064,5.09
61.00,32.805,167.1743,5.096
61.20,32.639,166.0672,5.088
61.40,32.504,165.5754,5.094
61.60,33.653,171.2265,5.088
61.80,32.718,166.5346,5.09
62.00,32.534,165.7933,5.096
62.20,32.505,165.4505,5.09
62.40,32.549,165.8697,5.096
62.60,32.402,164.8614,5.088
62.80,32.456,165.3309,5.094
63.00,33.631,171.3163,5.094
63.20,32.668,166.2801,5.09
63.40,32.469,165.3971,5.094
63.60,32.551,165.6195,5.088
63.80,32.516,165.5715,5.092
64.00,32.579,166.0226,5.096
64.20,32.578,165.822,5.09
64.40,33.684,171.4516,5.09
64.60,32.643,166.2182,5.092
64.80,32.539,165.7537,5.094
65.00,32.609,166.1755,5.096
65.20,32.468,165.4569,5.096
65.40,32.517,165.7066,5.096
65.60,32.412,165.1716,5.096
65.80,33.681,171.4363,5.09
66.00,32.895,167.3698,5.088
66.20,32.627,166.2672,5.096
66.40,32.535,165.7984,5.096
66.60,32.53,165.5777,5.09
66.80,32.69,166.4575,5.092
67.00,32.513,165.6212,5.094
67.20,33.78,171.9402,5.09
67.40,34.662,176.4296,5.09
67.60,34.631,176.4103,5.094
67.80,34.49,175.4162,5.086
68.00,34.652,176.2401,5.086
68.20,34.595,176.0886,5.09
68.40,34.675,176.4264,5.088
68.60,34.461,175.4754,5.092
68.80,34.597,176.0987,5.09
69.00,34.723,176.8095,5.092
69.20,34.667,176.3857,5.088
69.40,32.97,168.0151,5.096
69.60,32.322,164.519,5.09
69.80,32.355,164.8811,5.096
70.00,32.426,165.0483,5.09
70.20,32.327,164.7384,5.096
70.40,34.358,174.8135,5.088
70.60,33.502,170.5922,5.092
70.80,32.714,166.776,5.098
71.00,32.91,167.4461,5.088
71.20,32.695,166.5483,5.094
71.40,32.529,165.7027,5.094
71.60,32.607,166.0348,5.092
71.80,32.873,167.4551,5.094
72.00,33.698,171.5228,5.09
72.20,32.592,166.0236,5.094
72.40,32.655,166.2793,5.092
72.60,32.524,165.5471,5.09
72.80,32.679,166.2708,5.088
73.00,32.705,166.6647,5.096
73.20,32.861,167.2625,5.09
73.40,33.668,171.4375,5.092
73.60,32.625,166.257,5.096
73.80,32.582,165.7772,5.088
74.00,32.698,166.4982,5.092
74.20,32.651,166.1283,5.088
74.40,32.72,166.5448,5.09
74.60,32.781,166.9864,5.094
74.80,33.801,171.9795,5.088
75.00,32.656,166.219,5.09
75.20,32.736,166.6917,5.092
75.40,32.655,166.4099,5.096
75.60,32.681,166.477,5.094
75.80,32.622,166.1765,5.094
76.00,33.424,170.0613,5.088
76.20,33.661,171.5365,5.096
76.40,32.756,166.728,5.09
76.60,32.738,166.5709,5.088
76.80,32.683,166.5526,5.096
77.00,32.839,167.0848,5.088
77.20,32.6,166.1296,5.096
77.40,32.967,167.868,5.092
77.60,33.881,172.5898,5.094
77.80,32.783,166.9966,5.094
78.00,32.689,166.387,5.09
78.20,32.814,167.0233,5.09
78.40,32.677,166.522,5.096
78.60,32.818,167.1093,5.092
78.80,32.936,167.6443,5.09
79.00,34.809,177.317,5.094
79.20,34.893,177.5356,5.088
79.40,34.913,177.5675,5.086
79.60,34.698,176.821,5.096
79.80,34.72,176.8637,5.094
80.00,34.82,177.2338,5.09
80.20,34.82,177.2338,5.09
80.40,34.792,177.0217,5.088
80.60,34.872,177.4287,5.088
80.80,35.313,179.955,5.096
81.00,34.937,177.9691,5.094
81.20,32.614,166.0705,5.092
81.40,32.545,165.9144,5.098
81.60,32.588,166.0685,5.096
81.80,32.656,166.415,5.096
82.00,33.444,170.4306,5.096
82.20,34.688,176.7701,5.096
82.40,33.016,168.2495,5.096
82.60,32.854,167.424,5.096
82.80,32.824,167.2711,5.096
83.00,32.965,167.9237,5.094
83.20,32.819,167.2456,5.096
83.40,32.92,167.6286,5.092
83.60,34.057,173.4182,5.092
83.80,33.049,168.2855,5.092
84.00,32.889,167.405,5.09
84.20,32.985,167.9596,5.092
84.40,32.928,167.8011,5.096
84.60,32.89,167.3443,5.088
84.80,32.978,167.924,5.092
85.00,34.035,173.3743,5.094
85.20,33.174,168.8557,5.09
85.40,32.895,167.5671,5.094
85.60,32.898,167.6482,5.096
85.80,33.271,169.2828,5.088
86.00,33.048,168.2143,5.09
86.20,33.162,168.8609,5.092
86.40,34.095,173.7481,5.096
86.60,33.064,168.428,5.094
86.80,32.917,167.6134,5.092
87.00,33.022,168.082,5.09
87.20,33.051,168.3618,5.094
87.40,32.948,167.6394,5.088
87.60,33.038,168.3616,5.096
87.80,34.138,173.7624,5.09
88.00,33.282,169.472,5.092
88.20,33.006,168.1986,5.096
88.40,33.01,168.0869,5.092
88.60,33.042,168.1838,5.09
88.80,33.111,168.4688,5.088
89.00,33.089,168.6216,5.096
89.20,34.327,174.8617,5.094
89.40,33.202,169.2638,5.098
89.60,32.947,167.7661,5.092
89.80,33.068,168.25,5.088
90.00,33.167,168.7537,5.088
90.20,33.171,169.1058,5.098
90.40,33.012,167.9651,5.088
90.60,34.28,174.5538,5.092
90.80,35.5,180.837,5.094
91.00,35.202,179.319,5.094
91.20,35.174,179.106,5.092
91.40,35.12,178.7608,5.09
91.60,35.145,178.8881,5.09
91.80,35.133,178.7567,5.088
92.00,35.213,179.1637,5.088
92.20,35.16,178.8941,5.088
92.40,35.294,179.5759,5.088
92.60,35.364,179.932,5.088
92.80,33.823,172.0914,5.088
93.00,32.991,167.8582,5.088
93.20,33.139,168.545,5.086
93.40,33.188,168.8605,5.088
93.60,33.369,169.7147,5.086
93.80,35.965,182.918,5.086
94.00,34.43,175.1798,5.088
94.20,33.455,170.4867,5.096
94.40,33.257,169.2116,5.088
94.60,33.345,169.8594,5.094
94.80,33.22,169.2891,5.096
95.00,33.231,169.3452,5.096
95.20,33.393,169.8368,5.086
95.40,34.335,174.6965,5.088
95.60,33.472,170.5064,5.094
95.80,33.356,169.9155,5.094
96.00,33.251,169.4471,5.096
96.20,33.271,169.2828,5.088
96.40,33.284,169.349,5.088
96.60,33.419,170.0359,5.088
96.80,34.361,174.8975,5.09
97.00,33.228,169.2634,5.094
97.20,33.213,169.2535,5.096
97.40,33.292,169.3231,5.086
97.60,33.233,169.0895,5.088
97.80,33.312,169.6247,5.092
98.00,33.47,170.4962,5.094
98.20,34.29,174.5361,5.09
98.40,33.327,169.5678,5.088
98.60,33.18,168.8198,5.088
98.80,33.302,169.5738,5.092
99.00,33.277,169.5796,5.096
99.20,33.303,169.7121,5.096
99.40,33.473,170.3106,5.088
99.60,34.289,174.6682,5.094
99.80,33.205,169.0135,5.09
100.00,33.409,170.2523,5.096
100.20,33.296,169.5432,5.092
100.40,33.423,170.3236,5.096
100.60,33.448,170.3172,5.092
100.80,33.511,170.571,5.09
101.00,34.294,174.7622,5.096
101.20,33.292,169.5894,5.094
101.40,33.303,169.6455,5.094
101.60,33.282,169.6051,5.096
101.80,33.239,169.12,5.088
102.00,33.213,169.0542,5.09
102.20,33.558,170.9444,5.094
102.40,35.301,179.6115,5.088
102.60,35.384,180.1046,5.09
102.80,35.294,179.7876,5.094
103.00,35.312,179.8793,5.094
103.20,35.222,179.2095,5.088
103.40,35.346,180.1232,5.096
103.60,35.237,179.6382,5.098
103.80,35.322,179.789,5.09
104.00,35.367,179.9473,5.088
104.20,35.448,180.5012,5.092
104.40,35.125,178.7863,5.09
104.60,33.19,168.9371,5.09
104.80,33.067,168.3772,5.092
105.00,33.064,168.3619,5.092
105.20,33.132,168.7744,5.094
105.40,33.973,173.0585,5.094
105.60,35.45,180.6532,5.096
105.80,33.553,170.919,5.094
106.00,33.367,169.9048,5.092
106.20,33.289,169.3744,5.088
106.40,33.302,169.707,5.096
106.60,33.314,169.7015,5.094
106.80,33.402,170.2166,5.096
107.00,34.428,175.3074,5.092
107.20,33.472,170.3725,5.09
107.40,33.431,170.2975,5.094
107.60,33.346,169.9312,5.096
107.80,33.385,170.0632,5.094
108.00,33.334,169.6701,5.09
108.20,33.452,170.4045,5.094
108.40,34.596,176.3704,5.098
108.60,33.466,170.275,5.088
108.80,33.402,170.0162,5.09
109.00,33.366,169.9664,5.094
109.20,33.529,170.6626,5.09
109.40,33.266,169.3239,5.09
109.60,33.416,170.2211,5.094
109.80,34.589,176.3347,5.098
110.00,33.51,170.4989,5.088
110.20,33.446,170.307,5.092
110.40,33.335,169.8752,5.096
110.60,33.904,172.4357,5.086
110.80,33.397,169.9907,5.09
111.00,33.375,170.079,5.096
111.20,34.644,176.4765,5.094
111.40,33.573,170.8866,5.09
111.60,33.453,170.4765,5.096
111.80,33.38,169.8374,5.088
112.00,33.41,169.9901,5.088
112.20,33.503,170.5303,5.09
112.40,33.424,170.195,5.092
112.60,34.571,176.0355,5.092
112.80,33.692,171.4249,5.088
113.00,33.329,169.7113,5.092
113.20,33.504,170.7364,5.096
113.40,33.441,170.1478,5.088
113.60,33.419,170.1027,5.09
113.80,33.497,170.5667,5.092
114.00,34.724,176.8146,5.092
114.20,35.612,181.3363,5.092
114.40,35.5,180.553,5.086
114.60,35.5,180.837,5.094
114.80,35.496,180.8166,5.094
115.00,35.428,180.3994,5.092
115.20,35.552,181.1019,5.094
115.40,35.542,180.9799,5.092
115.60,35.831,182.2365,5.086
115.80,35.767,181.9825,5.088
116.00,35.701,181.7895,5.092
116.20,34.005,173.2895,5.096
116.40,33.288,169.3693,5.088
116.60,33.296,169.5432,5.092
116.80,33.342,169.9775,5.098
117.00,33.246,169.0891,5.086
117.20,35.406,180.1457,5.088
117.40,34.474,175.6105,5.094
117.60,33.6,171.0912,5.092
117.80,33.623,171.1411,5.09
118.00,33.569,171.0005,5.094
118.20,33.574,170.8917,5.09
118.40,33.589,170.968,5.09
118.60,33.782,172.0855,5.094
118.80,34.675,176.7038,5.096
119.00,33.565,170.7787,5.088
119.20,33.667,171.4324,5.092
119.40,33.587,171.0922,5.094
119.60,33.811,172.0304,5.088
119.80,33.756,171.8856,5.092
120.00,33.987,173.1298,5.094
120.20,34.815,177.1387,5.088
120.40,34.157,173.8591,5.09
120.60,33.818,172.2689,5.094
120.80,33.879,172.5796,5.094
121.00,33.932,172.8496,5.094
121.20,34.06,173.5016,5.094
121.40,34.169,173.7835,5.086
121.60,34.767,177.0336,5.092
121.80,33.84,172.4487,5.096
122.00,33.77,171.8218,5.088
122.20,33.746,171.8346,5.092
122.40,33.773,171.9721,5.092
122.60,33.647,171.2632,5.09
122.80,33.865,172.3051,5.088
123.00,34.696,176.8802,5.098
123.20,33.773,171.9046,5.09
123.40,33.589,170.8337,5.086
123.60,33.678,171.6231,5.096
123.80,33.581,171.0616,5.094
124.00,33.635,171.2694,5.092
124.20,33.881,172.522,5.092
124.40,34.661,176.4938,5.092
124.60,33.564,170.9079,5.092
124.80,33.582,171.0667,5.094
125.00,33.621,171.0636,5.088
125.20,33.469,170.4242,5.092
125.40,33.987,173.2657,5.098
125.60,33.659,171.257,5.088
125.80,35.565,181.097,5.092
126.00,35.638,181.54,5.094
126.20,35.64,181.4076,5.09
126.40,35.425,180.3841,5.092
126.60,35.468,180.674,5.094
126.80,35.45,180.2987,5.086
127.00,35.578,180.9497,5.086
127.20,35.515,180.7003,5.088
127.40,35.617,181.2905,5.09
127.60,35.748,182.1003,5.094
127.80,35.127,179.0774,5.098
128.00,33.205,169.2127,5.096
128.20,33.261,169.4981,5.096
128.40,33.217,169.141,5.092
128.60,33.252,169.3192,5.092
128.80,34.205,174.035,5.088
129.00,35.202,179.1078,5.088
129.20,33.578,171.1135,5.096
129.40,33.521,170.6889,5.092
129.60,34.171,173.862,5.088
129.80,34.694,176.5231,5.088
130.00,34.716,176.635,5.088
130.20,34.683,176.3977,5.086
130.40,36.238,184.3065,5.086
130.60,34.873,177.3641,5.086
130.80,34.82,177.3034,5.092
131.00,34.597,176.0295,5.088
131.20,34.779,176.9555,5.088
131.40,34.696,176.672,5.092
131.60,34.741,177.0401,5.096
131.80,35.848,182.3229,5.086
132.00,34.843,177.4205,5.092
132.20,34.712,176.6841,5.09
132.40,34.692,176.6517,5.092
132.60,34.656,176.399,5.09
132.80,34.704,176.7822,5.094
133.00,34.687,176.5568,5.09
133.20,35.835,182.5435,5.094
133.40,34.813,177.1285,5.088
133.60,34.638,176.446,5.094
133.80,34.659,176.6916,5.098
134.00,34.704,176.5045,5.086
134.20,34.644,176.2687,5.088
134.40,34.616,176.3339,5.094
134.60,35.889,182.6032,5.088
134.80,34.738,176.8164,5.09
135.00,34.542,175.9569,5.094
135.20,34.645,176.2738,5.088
135.40,35.052,178.5549,5.094
135.60,34.587,175.9787,5.088
135.80,34.68,176.5212,5.09
136.00,35.91,182.9255,5.094
136.20,34.825,177.1896,5.088
136.40,34.816,177.1438,5.088
136.60,34.676,176.6395,5.094
136.80,34.756,176.9776,5.092
137.00,34.822,177.3833,5.094
137.20,34.722,176.6655,5.088
137.40,36.297,184.7517,5.09
137.60,37.144,189.063,5.09
137.80,36.795,187.1394,5.086
138.00,36.804,187.2587,5.088
138.20,36.618,186.3856,5.09
138.40,36.602,186.3042,5.09
138.60,36.661,186.4578,5.086
138.80,36.751,186.9891,5.088
139.00,36.569,186.2825,5.094
139.20,36.593,186.3315,5.092
139.40,36.871,187.5996,5.088
139.60,34.93,177.9334,5.094
139.80,34.441,175.4425,5.094
140.00,34.096,173.4804,5.088
140.20,34.61,176.1649,5.09
140.40,34.245,174.3755,5.092
140.60,36.305,184.6472,5.086
140.80,35.409,180.3026,5.092
141.00,34.512,175.5971,5.088
141.20,34.353,175.0629,5.096
141.40,34.411,175.0832,5.088
141.60,34.436,175.417,5.094
141.80,34.447,175.3352,5.09
142.00,34.624,176.1669,5.088
142.20,35.361,179.9875,5.09
142.40,34.504,175.5564,5.088
142.60,34.313,174.6532,5.09
142.80,34.351,174.8466,5.09
143.00,34.373,174.9586,5.09
143.20,34.349,175.0425,5.096
143.40,34.531,175.9009,5.094
143.60,35.301,179.6115,5.088
143.80,34.393,175.0604,5.09
144.00,34.247,174.4542,5.094
144.20,34.282,174.6325,5.094
144.40,34.28,174.4166,5.088
144.60,34.352,174.8517,5.09
144.80,34.48,175.5032,5.09
145.00,35.38,180.2257,5.094
145.20,34.61,176.3033,5.094
145.40,34.216,174.1594,5.09
145.60,34.238,174.2714,5.09
145.80,34.26,174.589,5.096
146.00,34.266,174.3454,5.088
146.20,34.453,175.2969,5.088
146.40,35.266,179.645,5.094
146.60,34.201,174.2199,5.094
146.80,34.157,173.7908,5.088
147.00,34.217,174.3698,5.096
147.20,34.171,173.862,5.088
147.40,34.184,174.0649,5.092
147.60,34.439,175.4323,5.094
147.80,35.235,179.2757,5.088
148.00,34.197,174.1311,5.092
148.20,34.114,173.7085,5.092
148.40,34.135,173.8837,5.094
148.60,34.322,174.6303,5.088
148.80,34.043,173.347,5.092
149.00,34.384,175.0833,5.092
149.20,36.137,183.8651,5.088
149.40,36.261,184.4234,5.086
149.60,36.172,184.2602,5.094
149.80,36.083,183.7346,5.092
150.00,36.284,184.8307,5.094
150.20,36.517,185.9445,5.092
150.40,35.968,183.221,5.094
150.60,36.095,183.7236,5.09
150.80,36.264,184.5112,5.088
151.00,36.268,184.7492,5.094
151.20,35.899,182.5823,5.086
151.40,33.939,172.7495,5.09
151.60,33.823,172.2944,5.094
151.80,33.773,171.9046,5.09
152.00,33.805,172.2027,5.094
152.20,34.756,176.8385,5.088
152.40,35.795,182.1249,5.088
152.60,34.182,174.1231,5.094
152.80,34.035,173.3062,5.092
153.00,34.079,173.5303,5.092
153.20,34.116,173.7187,5.092
153.40,34.076,173.515,5.092
153.60,34.019,173.3608,5.096
153.80,35.082,178.4972,5.088
154.00,34.094,173.4703,5.088
154.20,33.97,172.8394,5.088
154.40,33.981,172.9633,5.09
154.60,34.026,173.3284,5.094
154.80,33.987,172.9938,5.09
155.00,34.281,174.6274,5.094
155.20,35.153,178.9991,5.092
155.40,34.106,173.5995,5.09
155.60,34.04,173.3317,5.092
155.80,33.988,172.9989,5.09
156.00,33.905,172.5086,5.088
156.20,34.03,173.2807,5.092
156.40,33.928,172.6257,5.088
156.60,35.081,178.4921,5.088
156.80,34.113,173.7716,5.094
157.00,33.953,172.9566,5.094
157.20,33.853,172.3795,5.092
157.40,34.04,173.3998,5.094
157.60,33.875,172.4238,5.09
157.80,34.035,173.2382,5.09
158.00,34.949,178.0302,5.094
158.20,34.134,173.9469,5.096
158.40,33.994,173.0974,5.092
158.60,33.885,172.5424,5.092
158.80,33.803,172.0573,5.09
159.00,33.879,172.6474,5.096
159.20,33.941,172.6918,5.088
159.40,35.047,178.4593,5.092
159.60,34.105,173.6627,5.092
159.80,33.867,172.5862,5.096
160.00,34.123,173.6861,5.09
160.20,33.88,172.6525,5.096
160.40,33.876,172.4288,5.09
160.60,33.937,172.6714,5.088
160.80,35.02,178.1818,5.088
161.00,35.915,182.7355,5.088
161.20,35.95,182.9855,5.09
161.40,35.837,182.4103,5.09
161.60,35.854,182.4969,5.09
161.80,35.887,182.7366,5.092
162.00,35.854,182.6403,5.094
162.20,35.863,182.6861,5.094
162.40,35.798,182.355,5.094
162.60,35.935,182.8373,5.088
162.80,36.111,183.6605,5.086
163.00,34.561,175.8464,5.088
163.20,33.688,171.4719,5.09
163.40,33.44,170.3434,5.094
163.60,33.522,170.7611,5.094
163.80,33.654,171.2315,5.088
164.00,35.594,181.2447,5.092
164.20,34.802,177.351,5.096
164.40,33.737,171.6539,5.088
164.60,33.851,172.3693,5.092
164.80,33.713,171.734,5.094
165.00,34.18,173.9078,5.088
