Time (ms),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V)
2943.00,4.815,24.5758,5.104
2943.20,5.285,27.0275,5.114
2943.40,5.192,26.4792,5.1
2943.60,7.472,38.1072,5.1
2943.80,9.033,46.1948,5.114
2944.00,4.795,24.5312,5.116
2944.20,5.293,27.0261,5.106
2944.40,5.161,26.383,5.112
2944.60,7.281,37.1185,5.098
2944.80,9.299,47.4993,5.108
2945.00,4.772,24.4136,5.116
2945.20,5.296,27.052,5.108
2945.40,5.173,26.3926,5.102
2945.60,7.103,36.2537,5.104
2945.80,9.51,48.6912,5.12
2946.00,4.713,24.074,5.108
2946.20,5.305,27.151,5.118
2946.40,5.184,26.428,5.098
2946.60,7.888,40.2604,5.104
2946.80,8.521,43.6105,5.118
2947.00,4.844,24.7432,5.108
2947.20,5.287,27.0483,5.116
2947.40,5.205,26.5871,5.108
2947.60,7.642,39.0201,5.106
2947.80,8.808,45.0793,5.118
2948.00,4.834,24.7114,5.112
2948.20,5.262,26.8678,5.106
2948.40,5.183,26.5162,5.116
2948.60,7.409,37.7711,5.098
2948.80,9.097,46.4493,5.106
2949.00,4.786,24.466,5.112
2949.20,5.294,27.1053,5.12
2949.40,7.238,37.0151,5.114
2949.60,9.339,47.797,5.118
2949.80,4.753,24.3068,5.114
2950.00,5.297,27.1206,5.12
2950.20,5.217,26.638,5.106
2950.40,8.085,41.2335,5.1
2950.60,8.314,42.5344,5.116
2950.80,4.877,24.902,5.106
2951.00,5.256,26.8266,5.104
2951.20,5.195,26.5153,5.104
2951.40,7.817,39.9605,5.112
2951.60,8.63,44.0648,5.106
2951.80,4.866,24.8653,5.11
2952.00,5.214,26.6748,5.116
2952.20,3.291,16.817,5.11
2952.40,5.676,28.9476,5.1
2952.60,7.016,35.8798,5.114
2952.80,2.927,14.9804,5.118
2953.00,3.405,17.3927,5.108
2953.20,3.313,16.9294,5.11
2953.40,5.463,27.9269,5.112
2953.60,7.263,37.0994,5.108
2953.80,2.91,14.8876,5.116
2954.00,3.391,17.3687,5.122
2954.20,3.303,16.8651,5.106
2954.40,5.25,26.8485,5.114
2954.60,7.499,38.2899,5.106
2954.80,2.873,14.6983,5.116
2955.00,3.418,17.4591,5.108
2955.20,3.311,16.9192,5.11
2955.40,6.095,31.182,5.116
2955.60,6.508,33.2559,5.11
2955.80,2.978,15.2414,5.118
2956.00,3.399,17.3553,5.106
2956.20,3.32,16.9718,5.112
2956.40,5.865,29.8998,5.098
2956.60,6.782,34.6696,5.112
2956.80,2.959,15.1323,5.114
2957.00,3.397,17.3858,5.118
2957.20,3.306,16.8606,5.1
2957.40,5.612,28.711,5.116
2957.60,7.066,36.1921,5.122
2957.80,2.926,14.9753,5.118
2958.00,3.375,17.2327,5.106
2958.20,3.306,16.8738,5.104
2958.40,5.44,27.7766,5.106
2958.60,7.313,37.4133,5.116
2958.80,2.87,14.66,5.108
2959.00,3.422,17.4864,5.11
2959.20,3.303,16.8783,5.11
2959.40,6.293,32.1446,5.108
2959.60,6.242,31.9216,5.114
2959.80,3.007,15.3778,5.114
2960.00,3.392,17.3467,5.114
2960.20,3.311,16.8993,5.104
2960.40,6.043,30.8556,5.106
2960.60,6.532,33.4308,5.118
2960.80,2.954,15.1186,5.118
2961.00,3.382,17.3091,5.118
2961.20,3.308,16.9171,5.114
2961.40,5.797,29.6343,5.112
2961.60,6.836,34.9183,5.108
2961.80,2.934,15.0045,5.114
2962.00,3.383,17.2871,5.11
2962.20,3.333,17.0183,5.106
2962.40,5.544,28.3409,5.112
2962.60,7.118,36.3445,5.106
2962.80,2.887,14.7641,5.114
2963.00,3.393,17.3654,5.118
2963.20,3.299,16.8645,5.112
2963.40,6.495,33.1245,5.1
2963.60,6.022,30.8206,5.118
2963.80,3.036,15.5382,5.118
2964.00,3.383,17.321,5.12
2964.20,3.339,17.0623,5.11
2964.40,6.244,31.8944,5.108
2964.60,6.298,32.1828,5.11
2964.80,3.362,17.2,5.116
2965.00,3.352,17.1019,5.102
2965.20,5.986,30.5645,5.106
2965.40,6.605,33.8044,5.118
2965.60,2.998,15.3258,5.112
2965.80,3.399,17.3689,5.11
2966.00,3.325,17.0107,5.116
2966.20,5.719,29.1669,5.1
2966.40,6.916,35.3546,5.112
2966.60,2.935,15.0155,5.116
2966.80,3.408,17.4081,5.108
2967.00,3.339,17.0756,5.114
2967.20,5.477,27.9327,5.1
2967.40,7.181,36.7093,5.112
2967.60,2.899,14.8371,5.118
2967.80,3.402,17.3706,5.106
2968.00,3.355,17.1508,5.112
2968.20,6.421,32.7728,5.104
2968.40,6.062,31.0011,5.114
2968.60,3.029,15.46,5.104
2968.80,3.36,17.1562,5.106
2969.00,3.353,17.1137,5.104
2969.20,6.155,31.4151,5.104
2969.40,6.384,32.6095,5.108
2969.60,3.006,15.3607,5.11
2969.80,3.393,17.345,5.112
2970.00,3.366,17.207,5.112
2970.20,5.866,29.987,5.112
2970.40,6.675,34.0826,5.106
2970.60,2.953,15.1016,5.114
2970.80,3.392,17.3331,5.11
2971.00,3.361,17.1613,5.106
2971.20,5.619,28.7243,5.112
2971.40,6.948,35.4904,5.108
2971.60,2.936,15.0206,5.116
2971.80,3.401,17.3791,5.11
2972.00,3.366,17.1868,5.106
2972.20,6.615,33.8291,5.114
2972.40,5.82,29.7169,5.106
2972.60,3.059,15.6498,5.116
2972.80,3.367,17.239,5.12
2973.00,3.382,17.2685,5.106
2973.20,6.325,32.2701,5.102
2973.40,6.143,31.4399,5.118
2973.60,3.029,15.4842,5.112
2973.80,3.376,17.2379,5.106
2974.00,3.389,17.3178,5.11
2974.20,6.028,30.8151,5.112
2974.40,6.425,32.8189,5.108
2974.60,2.98,15.2397,5.114
2974.80,3.373,17.263,5.118
2975.00,3.395,17.3417,5.108
2975.20,5.792,29.5971,5.11
2975.40,6.716,34.3591,5.116
2975.60,2.94,15.0234,5.11
2975.80,3.378,17.2954,5.12
2976.00,3.388,17.2924,5.104
2976.20,6.821,34.8417,5.108
2976.40,5.571,28.5124,5.118
2976.60,3.08,15.7265,5.106
2976.80,3.348,17.1351,5.118
2977.00,3.394,17.3162,5.102
2977.20,6.533,33.3314,5.102
2977.40,5.898,30.1506,5.112
2977.60,3.068,15.702,5.118
2977.80,3.37,17.2005,5.104
2978.00,3.417,17.4335,5.102
2978.20,6.232,31.8081,5.104
2978.40,6.202,31.6674,5.106
2978.60,3.024,15.4466,5.108
2978.80,3.408,17.4217,5.112
2979.00,3.419,17.4711,5.11
2979.20,5.964,30.4522,5.106
2979.40,6.487,33.1875,5.116
2979.60,5.003,25.5953,5.116
2979.80,5.262,26.8783,5.108
2980.00,5.297,27.0465,5.106
2980.20,8.86,45.2569,5.108
2980.40,7.213,36.844,5.108
2980.60,4.995,25.5344,5.112
2980.80,5.253,26.8638,5.114
2981.00,5.301,27.0457,5.102
2981.20,8.585,43.8694,5.11
2981.40,7.531,38.5135,5.114
2981.60,4.978,25.4874,5.12
2981.80,5.249,26.7909,5.104
2982.00,5.325,27.2214,5.112
2982.20,8.264,42.2621,5.114
2982.40,7.859,40.1281,5.106
2982.60,4.962,25.3657,5.112
2982.80,5.279,26.9862,5.112
2983.00,5.356,27.337,5.104
2983.20,8.002,40.8902,5.11
2983.40,8.12,41.4445,5.104
2983.60,4.894,24.9986,5.108
2983.80,5.25,26.859,5.116
2984.00,5.337,27.2721,5.11
2984.20,7.729,39.4488,5.104
2984.40,8.441,43.201,5.118
2984.60,4.874,24.9451,5.118
2984.80,5.27,26.8981,5.104
2985.00,5.359,27.3738,5.108
2985.20,8.758,44.7709,5.112
2985.40,7.265,37.1823,5.118
2985.60,5.019,25.6371,5.108
2985.80,5.237,26.782,5.114
2986.00,5.374,27.4719,5.112
2986.20,8.468,43.2037,5.102
2986.40,7.588,38.805,5.114
2986.60,4.943,25.2983,5.118
2986.80,5.253,26.8218,5.106
2987.00,5.381,27.5077,5.112
2987.20,8.16,41.7139,5.112
2987.40,7.921,40.4605,5.108
2987.60,4.942,25.2536,5.11
2987.80,5.24,26.8078,5.116
2988.00,5.37,27.4514,5.112
2988.20,7.876,40.2149,5.106
2988.40,8.233,42.1365,5.118
2988.60,4.891,25.0321,5.118
2988.80,5.284,27.0435,5.118
2989.00,5.386,27.544,5.114
2989.20,8.909,45.5784,5.116
2989.40,7.051,35.9883,5.104
2989.60,5.01,25.5811,5.106
2989.80,5.249,26.8224,5.11
2990.00,5.401,27.6315,5.116
2990.20,8.615,43.9193,5.098
2990.40,7.364,37.63,5.11
2990.60,4.986,25.5183,5.118
2990.80,5.257,26.8317,5.104
2991.00,5.418,27.686,5.11
2991.20,8.306,42.4769,5.114
2991.40,7.669,39.1426,5.104
2991.60,4.955,25.3399,5.114
2991.80,5.258,26.8999,5.116
2992.00,5.454,27.8481,5.106
2992.20,8.006,40.9107,5.11
2992.40,7.979,40.7567,5.108
2992.60,4.922,25.1514,5.11
2992.80,5.246,26.849,5.118
2993.00,5.44,27.7549,5.102
2993.20,9.067,46.3142,5.108
2993.40,6.791,34.7428,5.116
2993.60,5.045,25.7598,5.106
2993.80,5.259,26.905,5.116
2994.00,5.468,27.9852,5.118
2994.20,8.776,44.7752,5.102
2994.40,7.122,36.4362,5.116
2994.60,5.006,25.6307,5.12
2994.80,5.256,26.8371,5.106
2995.00,5.469,27.9466,5.11
2995.20,8.467,43.3002,5.114
2995.40,7.425,37.9121,5.106
2995.60,4.98,25.4478,5.11
2995.80,5.245,26.8229,5.114
2996.00,5.484,28.0561,5.116
2996.20,8.171,41.6721,5.1
2996.40,7.734,39.5671,5.116
2996.60,4.941,25.209,5.102
2996.80,5.26,26.8681,5.108
2997.00,5.509,28.151,5.11
2997.20,7.898,40.3272,5.106
2997.40,8.039,41.1275,5.116
2997.60,4.926,25.2014,5.116
2997.80,5.264,26.9412,5.118
2998.00,5.545,28.335,5.11
2998.20,8.965,45.7753,5.106
2998.40,6.859,35.0221,5.106
2998.60,5.045,25.8203,5.118
2998.80,5.22,26.6742,5.11
2999.00,5.542,28.3085,5.108
2999.20,8.639,44.0935,5.104
2999.40,7.163,36.6173,5.112
2999.60,4.988,25.5186,5.116
2999.80,5.244,26.7759,5.106
3000.00,5.568,28.4748,5.114
3000.20,8.313,42.5127,5.114
3000.40,7.494,38.2644,5.106
3000.60,4.994,25.5293,5.112
3000.80,5.255,26.8846,5.116
3001.00,5.556,28.4245,5.116
3001.20,8.038,41.0903,5.112
3001.40,7.792,39.895,5.12
3001.60,4.915,25.1451,5.116
3001.80,5.247,26.8437,5.116
3002.00,5.582,28.5575,5.116
3002.20,9.103,46.5892,5.118
3002.40,6.608,33.7404,5.106
3002.60,5.075,25.9535,5.114
3002.80,5.231,26.7409,5.112
3003.00,5.602,28.6038,5.106
3003.20,8.79,44.9345,5.112
3003.40,6.956,35.4895,5.102
3003.60,5.047,25.7902,5.11
3003.80,5.261,26.9258,5.118
3004.00,5.628,28.7141,5.102
3004.20,8.466,43.2274,5.106
3004.40,7.241,37.0594,5.118
3004.60,4.996,25.4996,5.104
3004.80,5.254,26.869,5.114
3005.00,5.623,28.7785,5.118
3005.20,8.205,41.8619,5.102
3005.40,7.551,38.6158,5.114
3005.60,4.953,25.2999,5.108
3005.80,5.253,26.8323,5.108
3006.00,5.632,28.8133,5.116
3006.20,9.197,46.9231,5.102
3006.40,6.381,32.6069,5.11
3006.60,5.092,26.0405,5.114
3006.80,5.233,26.7511,5.112
3007.00,5.699,29.1447,5.114
3007.20,7.018,35.8901,5.114
3007.40,4.767,24.3975,5.118
3007.60,3.152,16.1319,5.118
3007.80,3.33,17.0429,5.118
3008.00,3.815,19.5175,5.116
3008.20,6.747,34.4232,5.102
3008.40,5.114,26.1019,5.104
3008.60,3.171,16.2038,5.11
3008.80,3.347,17.1299,5.118
3009.00,3.808,19.436,5.104
3009.20,6.445,32.934,5.11
3009.40,5.413,27.6713,5.112
3009.60,3.096,15.8206,5.11
3009.80,3.352,17.1555,5.118
3010.00,3.857,19.6861,5.104
3010.20,6.134,31.3447,5.11
3010.40,5.723,29.2674,5.114
3010.60,3.085,15.7644,5.11
3010.80,3.373,17.2698,5.12
3011.00,3.86,19.7092,5.106
3011.20,7.199,36.8013,5.112
3011.40,4.567,23.3556,5.114
3011.60,3.191,16.2996,5.108
3011.80,3.339,17.0756,5.114
3012.00,3.906,19.9518,5.108
3012.20,6.911,35.2737,5.104
3012.40,4.864,24.894,5.118
3012.60,3.174,16.2509,5.12
3012.80,3.383,17.2871,5.11
3013.00,3.893,19.9244,5.118
3013.20,6.575,33.5588,5.104
3013.40,5.172,26.4186,5.108
3013.60,3.159,16.1362,5.108
3013.80,3.344,17.1146,5.118
3014.00,3.919,20.0261,5.11
3014.20,6.286,32.1466,5.114
3014.40,5.465,27.9152,5.108
3014.60,3.098,15.8494,5.116
3014.80,3.375,17.2598,5.114
3015.00,3.935,20.1,5.108
3015.20,7.319,37.4294,5.114
3015.40,4.295,21.9303,5.106
3015.60,3.245,16.5819,5.11
3015.80,3.299,16.8909,5.12
3016.00,3.986,20.3525,5.106
3016.20,7.046,36.0051,5.11
3016.40,4.609,23.5796,5.116
3016.60,3.196,16.3507,5.116
3016.80,3.353,17.1607,5.118
3017.00,3.996,20.4515,5.118
3017.20,6.753,34.5619,5.118
3017.40,4.916,25.1601,5.118
3017.60,3.138,16.0477,5.114
3017.80,3.354,17.1389,5.11
3018.00,4.016,20.5218,5.11
3018.20,6.435,32.8829,5.11
3018.40,5.218,26.7057,5.118
3018.60,3.132,16.017,5.114
3018.80,3.347,17.1099,5.112
3019.00,3.98,20.3776,5.12
3019.20,7.462,38.101,5.106
3019.40,4.101,20.9889,5.118
3019.60,3.21,16.3838,5.104
3019.80,3.338,17.0705,5.114
3020.00,4.026,20.5729,5.11
3020.20,7.199,36.7581,5.106
3020.40,4.366,22.3452,5.118
3020.60,3.229,16.4873,5.106
3020.80,3.332,17.0465,5.116
3021.00,4.041,20.6657,5.114
3021.20,6.914,35.3029,5.106
3021.40,4.675,23.936,5.12
3021.60,3.195,16.3584,5.12
3021.80,3.36,17.1494,5.104
3022.00,4.099,20.9213,5.104
3022.20,6.563,33.5501,5.112
3022.40,4.963,25.351,5.108
3022.60,3.152,16.1193,5.114
3022.80,3.352,17.1622,5.12
3023.00,4.11,21.0432,5.12
3023.20,6.28,32.1285,5.116
3023.40,5.299,27.0673,5.108
3023.60,3.11,15.9045,5.114
3023.80,3.352,17.1622,5.12
3024.00,4.112,20.9876,5.104
3024.20,7.341,37.4831,5.106
3024.40,4.158,21.264,5.114
3024.60,3.229,16.5131,5.114
3024.80,3.316,16.9713,5.118
3025.00,4.153,21.2634,5.12
3025.20,7.043,35.9475,5.104
3025.40,4.44,22.6973,5.112
3025.60,3.206,16.4083,5.118
3025.80,3.337,17.0721,5.116
3026.00,4.133,21.1114,5.108
3026.20,6.739,34.4093,5.106
3026.40,4.722,24.12,5.108
3026.60,3.191,16.306,5.11
3026.80,3.311,16.9258,5.112
3027.00,4.155,21.2321,5.11
3027.20,6.47,33.0488,5.108
3027.40,5.039,25.7493,5.11
3027.60,3.146,16.0761,5.11
3027.80,3.347,17.1299,5.118
3028.00,4.198,21.4266,5.104
3028.20,7.467,38.1713,5.112
3028.40,3.932,20.1161,5.116
3028.60,3.252,16.6437,5.118
3028.80,3.324,16.9723,5.106
3029.00,4.2,21.4872,5.116
3029.20,7.184,36.7677,5.118
3029.40,4.207,21.4978,5.11
3029.60,3.236,16.5489,5.114
3029.80,3.319,16.9933,5.12
3030.00,4.247,21.7107,5.112
3030.20,6.907,35.2671,5.106
3030.40,4.485,22.9632,5.12
3030.60,3.202,16.3622,5.11
3030.80,3.35,17.1185,5.11
3031.00,4.225,21.6151,5.116
3031.20,6.639,33.9253,5.11
3031.40,4.771,24.4084,5.116
3031.60,3.178,16.265,5.118
3031.80,3.33,17.0163,5.11
3032.00,4.256,21.7822,5.118
3032.20,7.608,38.8464,5.106
3032.40,3.725,19.0422,5.112
3032.60,3.272,16.7526,5.12
3032.80,3.316,16.9448,5.11
3033.00,4.284,21.8998,5.112
3033.20,7.358,37.6141,5.112
3033.40,3.986,20.4083,5.12
3033.60,3.248,16.5843,5.106
3033.80,3.295,16.8506,5.114
3034.00,4.297,22.0006,5.12
3034.20,7.055,36.0369,5.108
3034.40,4.255,21.7771,5.118
3034.60,3.233,16.5077,5.106
3034.80,5.298,27.0728,5.11
3035.00,6.205,31.7572,5.118
3035.20,8.639,44.0762,5.102
3035.40,6.457,32.9953,5.11
3035.60,5.071,25.9331,5.114
3035.80,5.2,26.6032,5.116
3036.00,6.241,31.929,5.116
3036.20,9.626,49.2466,5.116
3036.40,5.41,27.6884,5.118
3036.60,5.211,26.6595,5.116
3036.80,5.173,26.4754,5.118
3037.00,6.243,31.9142,5.112
3037.20,9.365,47.9301,5.118
3037.40,5.661,28.8937,5.104
3037.60,5.166,26.3879,5.108
3037.80,5.197,26.5879,5.116
3038.00,6.237,31.8835,5.112
3038.20,9.122,46.5769,5.106
3038.40,5.942,30.3874,5.114
3038.60,5.111,26.1581,5.118
3038.80,5.228,26.6942,5.106
3039.00,6.256,32.0057,5.116
3039.20,8.806,45.0691,5.118
3039.40,6.218,31.7367,5.104
3039.60,5.134,26.245,5.112
3039.80,5.213,26.6906,5.12
3040.00,6.282,32.0885,5.108
3040.20,8.539,43.6684,5.114
3040.40,6.478,33.0767,5.106
3040.60,5.078,25.9486,5.11
3040.80,5.219,26.7004,5.116
3041.00,6.285,32.0912,5.106
3041.20,9.504,48.6035,5.114
3041.40,5.493,28.1132,5.118
3041.60,5.158,26.3677,5.112
3041.80,5.178,26.4389,5.106
3042.00,6.319,32.2522,5.104
3042.20,9.259,47.369,5.116
3042.40,5.122,26.1632,5.108
3042.60,6.294,32.1749,5.112
3042.80,8.974,45.9289,5.118
3043.00,5.971,30.4879,5.106
3043.20,5.113,26.1274,5.11
3043.40,5.2,26.6136,5.118
3043.60,6.35,32.4104,5.104
3043.80,8.68,44.3548,5.11
3044.00,6.248,31.9523,5.114
3044.20,5.109,26.1581,5.12
3044.40,5.229,26.762,5.118
3044.60,6.345,32.3849,5.104
3044.80,9.628,49.2954,5.12
3045.00,5.311,27.1711,5.116
3045.20,5.22,26.6429,5.104
3045.40,5.171,26.4135,5.108
3045.60,6.381,32.658,5.118
3045.80,9.393,48.017,5.112
3046.00,5.516,28.1978,5.112
3046.20,5.188,26.5314,5.114
3046.40,5.222,26.6844,5.11
3046.60,6.373,32.566,5.11
3046.80,9.138,46.7866,5.12
3047.00,5.756,29.3901,5.106
3047.20,5.158,26.3986,5.118
3047.40,5.177,26.4338,5.106
3047.60,6.391,32.6324,5.106
3047.80,8.89,45.4635,5.114
3048.00,6.027,30.8703,5.122
3048.20,5.132,26.2245,5.11
3048.40,5.21,26.6544,5.116
3048.60,6.405,32.7167,5.108
3048.80,9.736,49.7315,5.108
3049.00,5.157,26.4038,5.12
3049.20,5.242,26.7552,5.104
3049.40,5.217,26.6693,5.112
3049.60,6.448,32.988,5.116
3049.80,9.534,48.7378,5.112
3050.00,5.356,27.3584,5.108
3050.20,5.195,26.5776,5.116
3050.40,5.199,26.5773,5.112
3050.60,6.433,32.8469,5.106
3050.80,9.288,47.5174,5.116
3051.00,5.559,28.451,5.118
3051.20,5.178,26.4492,5.108
3051.40,5.201,26.6187,5.118
3051.60,6.466,33.1059,5.12
3051.80,9.045,46.2019,5.108
3052.00,5.819,29.77,5.116
3052.20,5.133,26.1988,5.104
3052.40,5.213,26.6593,5.114
3052.60,6.45,33.0111,5.118
3052.80,8.737,44.5937,5.104
3053.00,6.091,31.1372,5.112
3053.20,5.122,26.2042,5.116
3053.40,5.216,26.6329,5.106
3053.60,6.464,33.0828,5.118
3053.80,9.644,49.3387,5.116
3054.00,5.183,26.4748,5.108
3054.20,5.211,26.6595,5.116
3054.40,5.193,26.5778,5.118
3054.60,6.47,33.0488,5.108
3054.80,9.441,48.2813,5.114
3055.00,5.39,27.5752,5.116
3055.20,5.203,26.5561,5.104
3055.40,5.191,26.4845,5.102
3055.60,6.504,33.2094,5.106
3055.80,9.197,46.9415,5.104
3056.00,5.609,28.6283,5.104
3056.20,5.194,26.5517,5.112
3056.40,5.207,26.6598,5.12
3056.60,6.524,33.3115,5.106
3056.80,8.927,45.6348,5.112
3057.00,5.849,29.8884,5.11
3057.20,5.178,26.4389,5.106
3057.40,5.211,26.6386,5.112
3057.60,6.519,33.3642,5.118
3057.80,9.739,49.8637,5.12
3058.00,5.241,26.7605,5.106
3058.20,5.214,26.654,5.112
3058.40,6.538,33.4746,5.12
3058.60,9.528,48.6309,5.104
3058.80,5.234,26.7457,5.11
3059.00,5.205,26.6392,5.118
3059.20,5.204,26.5612,5.104
3059.40,6.551,33.4625,5.108
3059.60,9.372,47.9472,5.116
3059.80,5.394,27.5633,5.11
3060.00,5.188,26.5107,5.11
3060.20,5.205,26.6392,5.118
3060.40,6.565,33.5997,5.118
3060.60,9.099,46.4595,5.106
3060.80,5.634,28.7897,5.11
3061.00,5.163,26.4242,5.118
3061.20,5.194,26.5102,5.104
3061.40,6.567,33.5574,5.11
3061.60,9.925,50.7962,5.118
3061.80,3.02,15.4262,5.108
3062.00,3.364,17.1833,5.108
3062.20,3.305,16.915,5.118
3062.40,4.695,23.9915,5.11
3062.60,7.771,39.6943,5.108
3062.80,3.176,16.2421,5.114
3063.00,3.341,17.0792,5.112
3063.20,3.307,16.912,5.114
3063.40,4.722,24.1861,5.122
3063.60,7.621,38.9585,5.112
3063.80,3.355,17.1709,5.118
3064.00,3.326,17.0092,5.114
3064.20,3.336,17.0603,5.114
3064.40,4.69,24.0034,5.118
3064.60,7.395,37.8624,5.12
3064.80,3.562,18.2303,5.118
3065.00,3.287,16.8294,5.12
3065.20,3.332,17.0398,5.114
3065.40,4.729,24.1936,5.116
3065.60,7.116,36.3485,5.108
3065.80,3.807,19.4538,5.11
3066.00,3.277,16.752,5.112
3066.20,3.313,16.9626,5.12
3066.40,4.728,24.1412,5.106
3066.60,7.858,40.1701,5.112
3066.80,3.096,15.8453,5.118
3067.00,3.38,17.265,5.108
3067.20,3.285,16.8192,5.12
3067.40,4.737,24.1776,5.104
3067.60,7.705,39.388,5.112
3067.80,3.208,16.4185,5.118
3068.00,3.344,17.0812,5.108
3068.20,3.319,16.98,5.116
3068.40,4.768,24.4122,5.12
3068.60,7.537,38.5141,5.11
3068.80,3.408,17.4421,5.118
3069.00,3.319,16.9402,5.104
3069.20,3.308,16.9171,5.114
3069.40,4.743,24.2747,5.118
3069.60,7.31,37.3395,5.108
3069.80,3.596,18.4043,5.118
3070.00,3.288,16.782,5.104
3070.20,3.316,16.9514,5.112
3070.40,4.747,24.3046,5.12
3070.60,7.939,40.5524,5.108
3070.80,3.01,15.3992,5.116
3071.00,3.369,17.2493,5.12
3071.20,3.314,16.9213,5.106
3071.40,4.791,24.482,5.11
3071.60,7.799,39.8685,5.112
3071.80,3.115,15.9488,5.12
3072.00,3.341,17.0658,5.108
3072.20,3.302,16.8996,5.118
3072.40,4.797,24.5415,5.116
3072.60,7.649,39.1017,5.112
3072.80,3.254,16.6605,5.12
3073.00,3.347,17.0965,5.108
3073.20,3.335,17.0752,5.12
3073.40,7.448,38.1487,5.122
3073.60,3.436,17.5786,5.116
3073.80,3.315,16.933,5.108
3074.00,3.319,16.9468,5.106
3074.20,4.804,24.5292,5.106
3074.40,7.983,40.7772,5.108
3074.60,2.928,14.9679,5.112
3074.80,3.389,17.3042,5.106
3075.00,3.299,16.8579,5.11
3075.20,4.823,24.6841,5.118
3075.40,7.903,40.3369,5.104
3075.60,3.028,15.4852,5.114
3075.80,3.359,17.1779,5.114
3076.00,3.281,16.7659,5.11
3076.20,4.826,24.6995,5.118
3076.40,7.754,39.5919,5.106
3076.60,3.143,16.0733,5.114
3076.80,3.357,17.161,5.112
3077.00,3.328,16.9994,5.108
3077.20,4.836,24.7506,5.118
3077.40,7.581,38.6934,5.104
3077.60,3.295,16.844,5.112
3077.80,3.311,16.9258,5.112
3078.00,3.316,16.9381,5.108
3078.20,4.831,24.7347,5.12
3078.40,7.365,37.6646,5.114
3078.60,3.466,17.7113,5.11
3078.80,3.305,16.9216,5.12
3079.00,3.299,16.8447,5.106
3079.20,4.834,24.7307,5.116
3079.40,7.952,40.6983,5.118
3079.60,2.945,15.0548,5.112
3079.80,3.388,17.3127,5.11
3080.00,3.285,16.8192,5.12
3080.20,4.845,24.7289,5.104
3080.40,7.833,40.0266,5.11
3080.60,3.024,15.4768,5.118
3080.80,3.372,17.2107,5.104
3081.00,3.31,16.9273,5.114
3081.20,4.861,24.8689,5.116
3081.40,7.721,39.4389,5.108
3081.60,3.153,16.1434,5.12
3081.80,3.364,17.1766,5.106
3082.00,3.312,16.9376,5.114
3082.20,4.846,24.7921,5.116
3082.40,7.501,38.4201,5.122
3082.60,3.302,16.8732,5.11
3082.80,3.349,17.1268,5.114
3083.00,3.278,16.7768,5.118
3083.20,4.836,24.741,5.116
3083.40,7.969,40.7853,5.118
3083.60,2.88,14.7341,5.116
3083.80,3.399,17.3689,5.11
3084.00,3.286,16.7915,5.11
3084.20,4.848,24.8315,5.122
3084.40,7.913,40.4354,5.11
3084.60,2.948,15.0702,5.112
3084.80,3.376,17.2784,5.118
3085.00,3.287,16.8294,5.12
3085.20,4.879,24.9024,5.104
3085.40,7.799,39.8529,5.11
3085.60,3.063,15.6764,5.118
3085.80,3.355,17.1642,5.116
3086.00,3.32,16.9652,5.11
3086.20,4.869,24.939,5.122
3086.40,7.638,38.9996,5.106
3086.60,3.183,16.2779,5.114
3086.80,3.326,17.0225,5.118
3087.00,3.311,16.906,5.106
3087.20,4.921,25.1562,5.112
3087.40,7.999,40.9229,5.116
3087.60,2.828,14.4794,5.12
3087.80,3.396,17.3468,5.108
3088.00,3.295,16.8506,5.114
3088.20,4.901,25.0637,5.114
3088.40,7.949,40.683,5.118
3088.60,2.886,14.7301,5.104
3088.80,3.288,16.8148,5.114
3089.00,6.744,34.5293,5.12
3089.20,9.749,49.8759,5.116
3089.40,4.836,24.741,5.116
3089.60,5.274,26.9818,5.116
3089.80,5.184,26.4591,5.104
3090.00,6.805,34.7599,5.108
3090.20,9.622,49.2069,5.114
3090.40,4.957,25.3104,5.106
3090.60,5.264,26.9096,5.112
3090.80,5.188,26.5522,5.118
3091.00,6.786,34.6357,5.104
3091.20,9.464,48.361,5.11
3091.40,5.105,26.1172,5.116
3091.60,5.246,26.7861,5.106
3091.80,5.183,26.5266,5.118
3092.00,6.786,34.7443,5.12
3092.20,9.864,50.3459,5.104
3092.40,4.734,24.1718,5.106
3092.60,5.289,26.9951,5.104
3092.80,5.177,26.4338,5.106
3093.00,6.805,34.7599,5.108
3093.20,9.8,50.176,5.12
3093.40,4.793,24.5306,5.118
3093.60,5.264,26.8675,5.104
3093.80,5.182,26.5215,5.118
3094.00,6.814,34.7923,5.106
3094.20,9.686,49.5536,5.116
3094.40,4.876,24.8871,5.104
3094.60,5.255,26.8425,5.108
3094.80,5.192,26.5727,5.118
3095.00,6.807,34.7565,5.106
3095.20,9.61,49.1071,5.11
3095.40,4.999,25.5649,5.114
3095.60,5.239,26.7503,5.106
3095.80,5.186,26.5108,5.112
3096.00,6.806,34.7514,5.106
3096.20,9.885,50.5124,5.11
3096.40,4.692,24.0043,5.116
3096.60,5.29,27.0107,5.106
3096.80,5.202,26.6342,5.12
3097.00,6.811,34.7906,5.108
3097.20,9.844,50.3422,5.114
3097.40,4.741,24.255,5.116
3097.60,5.286,26.9903,5.106
3097.80,5.21,26.6544,5.116
3098.00,6.805,34.7463,5.106
3098.20,9.781,49.9418,5.106
3098.40,4.828,24.7,5.116
3098.60,5.281,26.9859,5.11
3098.80,5.174,26.4288,5.108
