Time (ms),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V)
667.00,28.687,146.189,5.096
667.20,27.666,140.9859,5.096
667.40,27.553,140.2999,5.092
667.60,37.449,190.6154,5.09
667.80,29.5,150.214,5.092
668.00,28.673,146.0029,5.092
668.20,27.664,140.8098,5.09
668.40,27.567,140.2609,5.088
668.60,37.492,190.7593,5.088
668.80,29.479,150.0481,5.09
669.00,28.691,145.9798,5.088
669.20,27.658,140.7239,5.088
669.40,27.586,140.2472,5.084
669.60,37.597,191.3687,5.09
669.80,29.398,149.6358,5.09
670.00,28.704,146.1608,5.092
670.20,27.604,140.6148,5.094
670.40,27.586,140.5231,5.094
670.60,37.591,191.7893,5.102
670.80,29.317,149.5167,5.1
671.00,28.649,146.1099,5.1
671.20,27.594,140.7294,5.1
671.40,27.554,140.3601,5.094
671.60,37.633,191.7778,5.096
671.80,29.268,149.1497,5.096
672.00,28.647,146.0997,5.1
672.20,27.62,140.9173,5.102
672.40,27.596,140.574,5.094
672.60,37.685,191.9674,5.094
672.80,29.215,148.7628,5.092
673.00,28.676,145.9608,5.09
673.20,27.622,140.4855,5.086
673.40,27.54,140.0685,5.086
673.60,37.777,192.5871,5.098
673.80,29.133,148.4035,5.094
674.00,28.67,146.1023,5.096
674.20,27.551,140.455,5.098
674.40,27.568,140.266,5.088
674.60,37.795,192.3765,5.09
674.80,29.084,147.9794,5.088
675.00,28.683,146.3407,5.102
675.20,27.608,140.6904,5.096
675.40,27.575,140.081,5.08
675.60,37.832,192.9432,5.1
675.80,29.04,147.9298,5.094
676.00,28.671,145.9354,5.09
676.20,27.597,140.4135,5.088
676.40,27.541,139.9083,5.08
676.60,37.876,193.0918,5.098
676.80,28.997,147.7107,5.094
677.00,28.649,146.0526,5.098
677.20,27.58,140.7132,5.102
677.40,27.584,140.3474,5.088
677.60,37.975,193.6725,5.1
677.80,28.952,147.7131,5.102
678.00,28.67,146.1023,5.096
678.20,27.572,140.4518,5.094
678.40,27.583,140.1216,5.08
678.60,38.034,194.0495,5.102
678.80,28.876,147.1521,5.096
679.00,28.687,146.0168,5.09
679.20,27.622,140.9827,5.104
679.40,27.573,140.4017,5.092
679.60,38.06,193.8776,5.094
679.80,28.868,146.9381,5.09
680.00,28.687,145.9595,5.088
680.20,27.59,140.3227,5.086
680.40,27.569,140.3262,5.09
680.60,38.139,194.2801,5.094
680.80,28.857,146.8821,5.09
681.00,28.662,145.8323,5.088
681.20,27.636,140.9989,5.102
681.40,27.602,140.3838,5.086
681.60,38.192,194.7792,5.1
681.80,28.8,146.6496,5.092
682.00,28.671,146.2221,5.1
682.20,27.618,140.6861,5.094
682.40,27.605,140.2886,5.082
682.60,38.21,194.7946,5.098
682.80,28.734,146.5434,5.1
683.00,28.719,146.4669,5.1
683.20,27.595,140.6241,5.096
683.40,27.6,140.208,5.08
683.60,38.26,195.126,5.1
683.80,28.689,146.1991,5.096
684.00,28.686,145.9544,5.088
684.20,27.596,140.7948,5.102
684.40,27.58,140.2719,5.086
684.60,38.304,194.9674,5.09
684.80,28.662,146.0042,5.094
685.00,28.706,146.0561,5.088
685.20,27.577,140.6979,5.102
685.40,27.584,140.4577,5.092
685.60,38.393,195.8043,5.1
685.80,28.605,145.8855,5.1
686.00,28.675,146.2425,5.1
686.20,27.594,140.7846,5.102
686.40,27.612,140.6003,5.092
686.60,38.406,195.8706,5.1
686.80,28.58,145.758,5.1
687.00,28.681,146.2731,5.1
687.20,27.592,140.7192,5.1
687.40,27.555,140.3101,5.092
687.60,38.539,196.4718,5.098
687.80,28.531,145.451,5.098
688.00,28.671,146.2221,5.1
688.20,27.61,140.7558,5.098
688.40,27.579,140.3771,5.09
688.60,38.537,196.3846,5.096
688.80,28.518,145.4418,5.1
689.00,28.706,146.3432,5.098
689.20,27.575,140.5774,5.098
689.40,27.594,140.3983,5.088
689.60,38.612,196.7668,5.096
689.80,28.454,145.0585,5.098
690.00,28.706,146.3432,5.098
690.20,27.584,140.6232,5.098
690.40,27.567,140.316,5.09
690.60,38.618,196.7973,5.096
690.80,28.432,144.8895,5.096
691.00,28.706,146.3432,5.098
691.20,27.534,140.3683,5.098
691.40,27.572,140.2312,5.086
691.60,38.665,196.8049,5.09
691.80,28.389,144.3865,5.086
692.00,28.71,146.4784,5.102
692.20,27.55,140.5601,5.102
692.40,27.552,140.1846,5.088
692.60,38.617,196.6378,5.092
692.80,28.352,144.3117,5.09
693.00,28.684,146.1737,5.096
693.20,27.586,140.7438,5.102
693.40,27.575,140.3016,5.088
693.60,38.702,197.3802,5.1
693.80,28.336,144.3436,5.094
694.00,28.656,145.9164,5.092
694.20,27.544,140.3091,5.094
694.40,38.731,197.683,5.104
694.60,28.274,144.3105,5.104
694.80,28.66,146.166,5.1
695.00,27.592,140.664,5.098
695.20,27.516,140.1115,5.092
695.40,38.753,197.6403,5.1
695.60,28.251,144.0801,5.1
695.80,28.701,146.2029,5.094
696.00,27.581,140.4424,5.092
696.20,27.57,140.1107,5.082
696.40,38.813,197.6358,5.092
696.60,28.244,143.9314,5.096
696.80,28.692,146.2718,5.098
697.00,27.591,140.7693,5.102
697.20,27.551,140.2346,5.09
697.40,38.91,198.441,5.1
697.60,28.188,143.7588,5.1
697.80,28.732,146.4757,5.098
698.00,27.606,140.7354,5.098
698.20,27.546,140.154,5.088
698.40,38.901,198.1617,5.094
698.60,28.204,143.784,5.098
698.80,28.695,146.1149,5.092
699.00,27.559,140.2202,5.088
699.20,27.587,140.473,5.092
699.40,38.969,198.8199,5.102
699.60,28.155,143.6468,5.102
699.80,28.677,146.0806,5.094
700.00,27.584,140.5681,5.096
700.20,27.583,140.4526,5.092
700.40,38.997,198.9627,5.102
700.60,28.169,143.4929,5.094
700.80,28.692,146.157,5.094
701.00,27.6,140.484,5.09
701.20,27.554,140.1947,5.088
701.40,38.979,198.637,5.096
701.60,28.158,143.4369,5.094
701.80,28.706,146.4006,5.1
702.00,27.599,140.7549,5.1
702.20,27.601,140.4339,5.088
702.40,38.97,198.3573,5.09
702.60,28.141,143.3503,5.094
702.80,28.694,146.1098,5.092
703.00,27.601,140.5995,5.094
703.20,27.6,140.3184,5.084
703.40,39.026,198.7204,5.092
703.60,28.111,143.1412,5.092
703.80,28.725,146.3251,5.094
704.00,27.611,140.5952,5.092
704.20,27.609,140.3642,5.084
704.40,39.075,198.8136,5.088
704.60,28.066,143.1366,5.1
704.80,28.681,146.2157,5.098
705.00,27.615,140.726,5.096
705.20,27.609,140.4194,5.086
705.40,39.091,199.0514,5.092
705.60,28.073,142.8916,5.09
705.80,28.684,146.0589,5.092
706.00,27.608,140.5247,5.09
706.20,27.59,140.2124,5.082
706.40,39.151,199.2786,5.09
706.60,28.024,142.5861,5.088
706.80,28.728,146.2255,5.09
707.00,27.591,140.383,5.088
707.20,27.599,140.2029,5.08
707.40,39.162,199.2562,5.088
707.60,28.038,142.6573,5.088
707.80,28.698,146.1876,5.094
708.00,27.606,140.4593,5.088
708.20,27.575,140.1913,5.084
708.40,39.173,199.6256,5.096
708.60,27.982,142.5963,5.096
708.80,28.712,146.0867,5.088
709.00,27.597,140.7447,5.1
709.20,27.568,140.3763,5.092
709.40,39.143,199.6293,5.1
709.60,27.984,142.7184,5.1
709.80,28.703,146.3279,5.098
710.00,27.572,140.3966,5.092
710.20,27.579,140.1013,5.08
710.40,39.2,199.3712,5.086
710.60,27.926,142.4785,5.102
710.80,28.696,146.3496,5.1
711.00,27.572,140.5621,5.098
711.20,27.555,140.1998,5.088
711.40,39.247,199.6887,5.088
711.60,27.948,142.1994,5.088
711.80,28.726,146.5026,5.1
712.00,27.567,140.5917,5.1
712.20,27.548,140.2193,5.09
712.40,39.218,199.9334,5.098
712.60,27.872,142.0915,5.098
712.80,28.695,146.3445,5.1
713.00,27.549,140.3346,5.094
713.20,27.537,139.9981,5.084
713.40,39.264,199.9323,5.092
713.60,27.916,142.0925,5.09
713.80,28.689,146.027,5.09
714.00,27.545,140.2041,5.09
714.20,27.585,140.1318,5.08
714.40,39.238,199.7999,5.092
714.60,27.868,141.9039,5.092
714.80,28.724,146.1477,5.088
715.00,27.582,140.3372,5.088
715.20,27.583,140.4526,5.092
715.40,39.279,199.8515,5.088
715.60,27.863,141.9899,5.096
715.80,28.708,146.1811,5.092
716.00,27.531,140.4081,5.1
716.20,27.587,140.3627,5.088
716.40,39.214,199.8345,5.096
716.60,27.856,141.8985,5.094
716.80,28.68,146.0959,5.094
717.00,27.601,140.6547,5.096
717.20,27.579,140.2668,5.086
717.40,39.326,200.1693,5.09
717.60,27.839,141.6448,5.088
717.80,28.718,146.1172,5.088
718.00,27.564,140.3559,5.092
718.20,27.589,140.4832,5.092
718.40,39.288,200.2116,5.096
718.60,27.796,141.7596,5.1
718.80,28.695,146.2871,5.098
719.00,27.596,140.7396,5.1
719.20,27.636,140.6672,5.09
719.40,39.244,200.0659,5.098
719.60,27.856,142.0099,5.098
719.80,28.687,146.3037,5.1
720.00,27.627,140.8425,5.098
720.20,27.617,140.4048,5.084
720.40,39.281,199.8617,5.088
720.60,27.84,141.6499,5.088
720.80,28.72,146.2997,5.094
721.00,27.589,140.5384,5.094
721.20,27.623,140.3248,5.08
721.40,39.295,200.3259,5.098
721.60,27.788,141.83,5.104
721.80,28.694,146.282,5.098
722.00,27.628,140.737,5.094
722.20,27.639,140.6825,5.09
722.40,39.299,200.4249,5.1
722.60,27.82,141.8264,5.098
722.80,28.734,146.4859,5.098
723.00,27.605,140.7303,5.098
723.20,27.661,140.7945,5.09
723.40,39.262,200.1577,5.098
723.60,27.803,141.6285,5.094
723.80,28.706,146.2284,5.094
724.00,27.614,140.6657,5.094
724.20,27.665,140.5382,5.08
724.40,39.307,199.994,5.088
724.60,27.79,141.729,5.1
724.80,28.716,146.3367,5.096
725.00,27.615,140.6156,5.092
725.20,27.676,140.8708,5.09
725.40,27.79,141.6734,5.098
725.60,28.782,146.6731,5.096
725.80,27.572,140.3415,5.09
726.00,27.706,140.7465,5.08
726.20,39.26,200.226,5.1
726.40,27.795,141.7545,5.1
726.60,28.716,146.4516,5.1
726.80,27.602,140.715,5.098
727.00,27.684,140.9116,5.09
727.20,39.216,199.9232,5.098
727.40,27.761,141.5256,5.098
727.60,28.72,146.3571,5.096
727.80,27.554,140.4152,5.096
728.00,27.725,140.9539,5.084
728.20,39.238,199.8784,5.094
728.40,27.784,141.5317,5.094
728.60,28.702,146.208,5.094
728.80,27.599,140.5893,5.094
729.00,27.728,141.0246,5.086
729.20,39.237,199.7948,5.092
729.40,27.765,141.3239,5.09
729.60,28.718,146.1172,5.088
729.80,27.581,140.6079,5.098
730.00,27.775,141.3748,5.09
730.20,39.22,199.8651,5.096
730.40,27.739,141.247,5.092
730.60,28.7,146.0256,5.088
730.80,27.62,140.862,5.1
731.00,27.793,141.4664,5.09
731.20,39.143,199.6293,5.1
731.40,27.725,141.3975,5.1
731.60,28.703,146.2131,5.094
731.80,27.621,140.7566,5.096
732.00,27.792,141.1833,5.08
732.20,39.12,199.3555,5.096
732.40,27.739,141.358,5.096
732.60,28.725,146.2677,5.092
732.80,27.539,140.3387,5.096
733.00,27.826,141.523,5.086
733.20,39.139,199.1392,5.088
733.40,27.714,141.0088,5.088
733.60,28.695,146.0576,5.09
733.80,27.589,140.428,5.09
734.00,27.834,141.3967,5.08
734.20,39.13,199.6413,5.102
734.40,27.706,141.2452,5.098
734.60,28.712,146.4312,5.1
734.80,27.55,140.2846,5.092
735.00,27.902,141.9096,5.086
735.20,39.139,199.6872,5.102
735.40,27.713,141.3917,5.102
735.60,28.712,146.4886,5.102
735.80,27.585,140.6835,5.1
736.00,27.857,141.7364,5.088
736.20,39.075,199.2825,5.1
736.40,27.697,141.2547,5.1
736.60,28.715,146.2742,5.094
736.80,27.587,140.473,5.092
737.00,27.959,141.864,5.074
737.20,50.907,258.7094,5.082
737.40,52.352,265.634,5.074
737.60,53.475,271.4391,5.076
737.80,52.697,267.5954,5.078
738.00,52.66,267.5128,5.08
738.20,52.759,267.6992,5.074
738.40,52.796,268.3093,5.082
738.60,53.66,272.4855,5.078
738.80,52.907,268.1327,5.068
739.00,53.265,270.4797,5.078
739.20,53.413,270.6971,5.068
739.40,53.66,272.3782,5.076
739.60,54.771,278.1271,5.078
739.80,53.895,273.3554,5.072
740.00,53.586,272.2169,5.08
740.20,53.537,271.4326,5.07
740.40,53.586,272.1097,5.078
740.60,54.611,277.5331,5.082
740.80,53.697,272.8881,5.082
741.00,53.783,273.0025,5.076
741.20,53.981,274.3314,5.082
741.40,54.907,278.5981,5.074
741.60,53.759,273.2032,5.082
741.80,53.722,272.6929,5.076
742.00,53.524,271.6878,5.076
742.20,53.734,272.5388,5.072
742.40,54.734,278.1582,5.082
742.60,53.969,273.9467,5.076
742.80,53.87,273.1209,5.07
743.00,53.956,274.0965,5.08
743.20,53.845,273.2095,5.074
743.40,54.981,278.8636,5.072
743.60,53.907,273.8476,5.08
743.80,53.524,271.4737,5.072
744.00,53.697,272.8881,5.082
744.20,53.895,273.6788,5.078
744.40,54.03,274.5804,5.082
744.60,53.858,273.2755,5.074
744.80,53.808,273.0218,5.074
745.00,53.537,272.5033,5.09
745.20,41.594,211.7967,5.092
745.40,27.853,141.7718,5.09
745.60,27.971,142.3724,5.09
745.80,27.917,142.0975,5.09
746.00,27.645,140.7131,5.09
746.20,28.751,146.3426,5.09
746.40,27.677,140.8206,5.088
746.60,28.283,143.6776,5.08
746.80,38.878,197.9668,5.092
747.00,27.711,140.9936,5.088
747.20,28.789,146.536,5.09
747.40,27.637,141.004,5.102
747.60,28.332,144.0399,5.084
747.80,38.772,197.7372,5.1
748.00,27.727,141.075,5.088
748.20,28.773,146.7423,5.1
748.40,27.641,140.748,5.092
748.60,28.345,144.0493,5.082
748.80,38.713,197.0492,5.09
749.00,27.705,141.2401,5.098
749.20,28.754,146.5879,5.098
749.40,27.635,140.828,5.096
749.60,28.371,144.1814,5.082
749.80,38.704,197.3904,5.1
750.00,27.708,141.2554,5.098
750.20,28.783,146.7357,5.098
750.40,27.642,140.8636,5.096
750.60,28.385,144.1958,5.08
750.80,38.624,196.9824,5.1
751.00,27.725,141.0094,5.086
751.20,28.737,146.2139,5.088
751.40,27.635,140.7174,5.092
751.60,28.435,144.5635,5.084
751.80,38.633,196.7965,5.094
752.00,27.63,140.5814,5.088
752.20,28.787,146.8713,5.102
752.40,27.603,140.4441,5.088
752.60,28.447,144.5108,5.08
752.80,38.549,196.4457,5.096
753.00,27.695,140.9676,5.09
753.20,28.744,146.2495,5.088
753.40,27.618,140.6309,5.092
753.60,28.454,144.8309,5.09
753.80,38.524,196.4724,5.1
754.00,27.674,141.1374,5.1
754.20,28.732,146.5332,5.1
754.40,27.588,140.6436,5.098
754.60,28.524,145.1301,5.088
754.80,38.474,195.9865,5.094
755.00,27.653,140.9197,5.096
755.20,28.729,146.403,5.096
755.40,27.594,140.619,5.096
755.60,28.545,145.237,5.088
755.80,38.465,195.9407,5.094
756.00,28.735,146.2037,5.088
756.20,27.615,140.5603,5.09
756.40,28.617,145.4316,5.082
756.60,38.368,195.4466,5.094
756.80,27.623,140.8773,5.1
757.00,28.71,146.3636,5.098
757.20,27.599,140.5893,5.094
757.40,28.632,145.6223,5.086
757.60,38.343,195.5493,5.1
757.80,27.632,140.7574,5.094
758.00,28.734,146.2561,5.09
758.20,27.593,140.3932,5.088
758.40,28.697,146.1251,5.092
758.60,38.356,195.232,5.09
758.80,27.618,140.907,5.102
759.00,28.737,146.4438,5.096
759.20,27.612,140.6003,5.092
759.40,28.722,145.9652,5.082
759.60,38.287,194.8808,5.09
759.80,27.669,140.7799,5.088
760.00,28.781,146.4953,5.09
760.20,27.632,140.7021,5.092
760.40,28.749,146.1024,5.082
760.60,38.298,194.8602,5.088
760.80,27.685,140.9167,5.09
761.00,28.741,146.2917,5.09
761.20,27.619,140.6359,5.092
761.40,28.822,146.4734,5.082
761.60,38.181,194.7231,5.1
761.80,27.73,141.423,5.1
762.00,28.751,146.3426,5.09
762.20,27.619,140.9121,5.102
762.40,28.894,147.0127,5.088
762.60,38.193,194.326,5.088
762.80,27.663,141.1366,5.102
763.00,28.741,146.5791,5.1
763.20,27.622,140.8722,5.1
763.40,28.871,147.0111,5.092
763.60,38.151,194.5701,5.1
763.80,27.688,141.2642,5.102
764.00,28.72,146.5294,5.102
764.20,27.626,140.9479,5.102
764.40,29.008,147.4186,5.082
764.60,38.106,193.8833,5.088
764.80,27.67,141.0617,5.098
765.00,28.78,146.8356,5.102
765.20,27.594,140.7846,5.102
765.40,28.986,147.5967,5.092
765.60,38.082,193.9897,5.094
765.80,27.635,140.7174,5.092
766.00,28.762,146.6862,5.1
766.20,27.63,140.8577,5.098
766.40,29.059,147.5616,5.078
766.60,38.003,193.6633,5.096
766.80,27.701,140.9981,5.09
767.00,28.747,146.3222,5.09
767.20,27.602,140.715,5.098
767.40,29.074,147.9867,5.09
767.60,37.948,193.2312,5.092
767.80,27.708,141.0337,5.09
768.00,28.719,146.1223,5.088
768.20,27.621,140.8671,5.1
768.40,29.11,148.1699,5.09
768.60,37.908,193.0275,5.092
768.80,27.609,140.5298,5.09
769.00,28.73,146.1782,5.088
769.20,27.59,140.4331,5.09
769.40,29.141,147.978,5.078
769.60,37.789,192.6483,5.098
769.80,27.632,140.9785,5.102
770.00,28.737,146.6736,5.104
770.20,27.585,140.5732,5.096
770.40,29.202,148.6382,5.09
770.60,37.745,192.6505,5.104
770.80,27.622,140.817,5.098
771.00,28.739,146.5689,5.1
771.20,27.576,140.6928,5.102
771.40,37.694,192.0886,5.096
771.60,27.61,140.7006,5.096
771.80,28.719,146.2946,5.094
772.00,27.576,140.417,5.092
772.20,29.24,148.5392,5.08
772.40,37.639,191.5072,5.088
772.60,27.606,140.625,5.094
772.80,28.749,146.3324,5.09
773.00,27.552,140.2397,5.09
773.20,29.313,148.91,5.08
773.40,37.618,191.4004,5.088
773.60,27.618,140.5756,5.09
773.80,28.703,146.0983,5.09
774.00,27.604,140.5044,5.09
774.20,29.323,148.9608,5.08
774.40,37.534,190.973,5.088
774.60,27.63,140.7472,5.094
774.80,28.712,146.4312,5.1
775.00,27.611,140.6504,5.094
775.20,29.392,149.6053,5.09
775.40,37.545,191.2542,5.094
775.60,27.627,140.8425,5.098
775.80,28.751,146.2851,5.088
776.00,27.569,140.6019,5.1
776.20,29.467,149.8692,5.086
776.40,37.44,190.7942,5.096
776.60,27.595,140.7345,5.1
776.80,28.706,146.4006,5.1
777.00,27.601,140.7099,5.098
777.20,29.473,149.8407,5.084
777.40,37.446,190.675,5.092
777.60,27.647,140.9444,5.098
777.80,28.687,146.4185,5.104
778.00,27.638,140.788,5.094
778.20,29.556,150.2036,5.082
778.40,37.373,190.6771,5.102
778.60,27.658,141.0005,5.098
778.80,28.687,146.2463,5.098
779.00,27.598,140.6946,5.098
779.20,29.607,150.6404,5.088
779.40,37.315,190.008,5.092
779.60,27.621,140.7014,5.094
779.80,28.765,146.4714,5.092
780.00,27.619,140.5807,5.09
780.20,29.642,150.6406,5.082
780.40,37.302,190.3148,5.102
780.60,27.603,140.8305,5.102
780.80,28.754,146.4729,5.094
781.00,27.599,140.8101,5.102
781.20,29.679,150.9474,5.086
781.40,37.266,189.9075,5.096
781.60,27.632,140.7574,5.094
781.80,28.717,146.3418,5.096
782.00,27.61,140.5349,5.09
782.20,29.768,151.2214,5.08
782.40,37.214,189.3448,5.088
782.60,27.647,140.7232,5.09
782.80,28.757,146.6607,5.1
783.00,27.585,140.7387,5.102
783.20,29.782,151.5904,5.09
783.40,37.18,189.4693,5.096
783.60,27.618,140.6861,5.094
783.80,28.734,146.2561,5.09
784.00,27.582,140.3924,5.09
784.20,29.886,151.8209,5.08
784.40,37.16,189.0701,5.088
784.60,27.64,140.6323,5.088
784.80,28.737,146.2139,5.088
785.00,27.618,140.5756,5.09
785.20,29.897,151.8768,5.08
785.40,37.066,188.5918,5.088
785.60,27.654,140.7589,5.09
785.80,28.753,146.2953,5.088
786.00,27.61,140.5349,5.09
786.20,29.957,152.2415,5.082
786.40,37.054,189.0495,5.102
786.60,27.619,140.8569,5.1
786.80,27.574,140.5723,5.098
787.00,29.989,152.704,5.092
787.20,36.974,188.4195,5.096
787.40,27.619,140.6359,5.092
787.60,28.739,146.224,5.088
787.80,27.566,140.4763,5.096
788.00,30.047,152.9993,5.092
788.20,36.868,188.0268,5.1
788.40,27.614,140.8866,5.102
788.60,28.737,146.6162,5.102
788.80,27.593,140.7795,5.102
789.00,30.064,153.0859,5.092
789.20,36.858,187.9021,5.098
789.40,27.601,140.7651,5.1
789.60,28.737,146.5012,5.098
789.80,27.619,140.8569,5.1
790.00,30.101,153.2141,5.09
790.20,36.843,187.7519,5.096
790.40,27.598,140.6946,5.098
790.60,28.755,146.4205,5.092
790.80,27.566,140.2007,5.086
791.00,30.187,153.35,5.08
791.20,36.761,187.2605,5.094
791.40,27.58,140.658,5.1
791.60,28.727,146.5652,5.102
791.80,27.565,140.5815,5.1
792.00,30.195,153.6322,5.088
792.20,36.678,186.7644,5.092
792.40,27.598,140.529,5.092
792.60,28.728,146.2255,5.09
792.80,27.562,140.3457,5.092
793.00,30.26,153.8418,5.084
793.20,36.668,186.7135,5.092
793.40,27.607,140.5748,5.092
793.60,28.728,146.283,5.092
793.80,27.546,140.3193,5.094
794.00,30.307,154.0202,5.082
794.20,36.619,186.4639,5.092
794.40,27.595,140.5137,5.092
794.60,28.708,146.2386,5.094
794.80,27.56,140.3906,5.094
795.00,30.368,154.2694,5.08
795.20,36.606,186.1781,5.086
795.40,27.585,140.518,5.094
795.60,28.7,146.3126,5.098
795.80,27.546,140.4846,5.1
796.00,30.443,154.7722,5.084
796.20,36.553,186.0548,5.09
796.40,27.593,140.5587,5.094
796.60,28.694,146.282,5.098
796.80,27.586,140.6886,5.1
797.00,30.473,155.0466,5.088
797.20,36.462,185.5916,5.09
797.40,27.573,140.6223,5.1
797.60,28.728,146.3404,5.094
797.80,27.618,140.8518,5.1
798.00,30.491,155.0163,5.084
798.20,36.439,185.4745,5.09
798.40,27.63,140.5814,5.088
798.60,28.74,146.2866,5.09
798.80,27.595,140.4586,5.09
799.00,30.611,155.5039,5.08
799.20,36.412,185.4827,5.094
799.40,27.619,140.6359,5.092
799.60,28.747,146.6097,5.1
799.80,27.615,140.8917,5.102
800.00,30.596,155.7336,5.09
800.20,36.388,185.4333,5.096
800.40,27.642,140.6425,5.088
800.60,28.745,146.3121,5.09
800.80,27.635,140.7727,5.094
801.00,30.683,155.931,5.082
801.20,36.316,184.8484,5.09
801.40,27.638,140.5116,5.084
801.60,28.739,146.2815,5.09
801.80,27.602,140.715,5.098
802.00,30.713,156.3906,5.092
802.20,27.609,140.4746,5.088
802.40,28.733,146.251,5.09
802.60,27.598,140.529,5.092
802.80,30.769,156.6142,5.09
803.00,36.235,184.5086,5.092
803.20,27.627,140.4557,5.084
803.40,28.734,146.6009,5.102
803.60,27.622,140.596,5.09
803.80,30.839,156.9705,5.09
804.00,36.155,184.2459,5.096
804.20,27.619,140.3598,5.082
804.40,28.737,146.6162,5.102
804.60,27.572,140.6172,5.1
804.80,30.903,157.2963,5.09
805.00,36.118,184.1296,5.098
805.20,27.605,140.4542,5.088
805.40,28.781,146.5529,5.092
805.60,27.61,140.4797,5.088
805.80,30.894,157.2505,5.09
806.00,36.08,183.9359,5.098
806.20,27.585,140.2973,5.086
806.40,28.766,146.3614,5.088
806.60,27.594,140.7846,5.102
806.80,30.981,157.5694,5.086
807.00,36.022,183.424,5.092
807.20,27.625,140.6665,5.092
807.40,28.74,146.3441,5.092
807.60,27.601,140.6547,5.096
807.80,31.048,157.9722,5.088
808.00,36.003,183.2553,5.09
808.20,27.63,140.3604,5.08
808.40,28.728,146.2255,5.09
808.60,27.587,140.473,5.092
808.80,31.081,157.8915,5.08
809.00,35.883,182.6445,5.09
809.20,27.663,140.528,5.08
809.40,28.753,146.4103,5.092
809.60,27.62,140.5858,5.09
809.80,31.144,158.2115,5.08
810.00,35.866,182.4862,5.088
810.20,27.651,140.3565,5.076
810.40,28.776,146.4123,5.088
810.60,27.631,140.6418,5.09
810.80,31.152,158.5014,5.088
811.00,35.84,182.569,5.094
811.20,27.605,140.2334,5.08
811.40,28.726,146.1579,5.088
811.60,27.597,140.4135,5.088
811.80,31.206,158.7137,5.086
812.00,35.794,182.4778,5.098
812.20,27.625,140.5007,5.086
812.40,28.718,146.4618,5.1
812.60,27.588,140.6436,5.098
812.80,31.232,159.0333,5.092
813.00,35.682,181.9782,5.1
813.20,27.618,140.5756,5.09
813.40,28.72,146.472,5.1
813.60,27.544,140.4744,5.1
813.80,31.3,158.9414,5.078
814.00,35.661,181.7285,5.096
814.20,27.55,140.0642,5.084
814.40,28.734,146.4859,5.098
814.60,27.556,140.3703,5.094
814.80,31.342,159.2173,5.08
815.00,35.574,181.0717,5.09
815.20,27.587,140.2523,5.084
815.40,28.713,146.3789,5.098
815.60,27.577,140.4221,5.092
815.80,31.436,159.6949,5.08
816.00,35.555,181.0461,5.092
816.20,27.614,140.6657,5.094
816.40,28.7,146.3126,5.098
816.60,27.589,140.7039,5.1
816.80,31.46,160.0056,5.086
817.00,35.574,181.214,5.094
817.20,27.619,140.5807,5.09
817.40,28.706,146.1709,5.092
817.60,31.531,160.1144,5.078
817.80,35.487,180.9837,5.1
818.00,27.616,140.7311,5.096
818.20,28.757,146.7182,5.102
818.40,27.584,140.7336,5.102
818.60,31.617,160.8041,5.086
818.80,35.405,180.2823,5.092
819.00,27.672,140.7951,5.088
819.20,28.712,146.1441,5.09
819.40,27.591,140.383,5.088
819.60,31.613,160.6573,5.082
819.80,35.423,180.5156,5.096
820.00,27.617,140.7915,5.098
820.20,28.733,146.5958,5.102
820.40,27.65,140.9597,5.098
820.60,31.662,161.2229,5.092
820.80,35.363,180.2806,5.098
821.00,27.616,140.7311,5.096
821.20,28.703,146.3279,5.098
821.40,27.635,140.9385,5.1
821.60,31.737,161.4778,5.088
821.80,35.258,179.6748,5.096
822.00,27.616,140.6207,5.092
822.20,28.734,146.4285,5.096
822.40,27.582,140.5027,5.094
822.60,31.802,161.6814,5.084
822.80,35.213,179.2342,5.09
823.00,27.635,140.6069,5.088
823.20,28.765,146.4138,5.09
823.40,27.599,140.4789,5.09
823.60,31.829,162.0096,5.09
823.80,35.172,179.3772,5.1
824.00,27.621,140.7014,5.094
824.20,28.758,146.4357,5.092
824.40,27.593,140.7243,5.1
824.60,31.878,162.1953,5.088
824.80,35.146,178.8228,5.088
825.00,27.626,140.7268,5.094
825.20,28.755,146.6505,5.1
825.40,27.606,140.7906,5.1
825.60,31.948,162.4236,5.084
825.80,35.111,178.7852,5.092
826.00,27.602,140.4942,5.09
826.20,28.742,146.4117,5.094
826.40,27.63,140.692,5.092
826.60,31.99,162.5732,5.082
826.80,35.02,178.2518,5.09
827.00,27.627,140.6214,5.09
827.20,28.737,146.3288,5.092
827.40,27.596,140.5188,5.092
827.60,32.03,162.7124,5.08
827.80,34.981,177.9833,5.088
828.00,27.6,140.484,5.09
828.20,28.717,146.3418,5.096
828.40,27.605,140.399,5.086
828.60,32.072,163.2465,5.09
828.80,34.958,178.2159,5.098
829.00,27.593,140.6691,5.098
829.20,28.67,146.1597,5.098
829.40,27.609,140.8059,5.1
829.60,32.146,163.5588,5.088
829.80,34.894,177.8198,5.096
830.00,27.602,140.6598,5.096
830.20,28.733,146.1935,5.088
830.40,27.578,140.703,5.102
830.60,32.162,163.7046,5.09
830.80,34.837,177.8081,5.104
831.00,27.599,140.4789,5.09
831.20,28.712,146.3738,5.098
831.40,27.588,140.6436,5.098
831.60,32.222,163.8167,5.084
831.80,34.765,177.0234,5.092
832.00,27.577,140.4221,5.092
