Time (ms),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V)
3549.00,49.351,250.9005,5.084
3549.20,49.203,249.8528,5.078
3549.40,50.437,256.0182,5.076
3549.60,50.882,258.5823,5.082
3549.80,50.067,254.4405,5.082
3550.00,49.24,250.2377,5.082
3550.20,49.314,250.6137,5.082
3550.40,50.4,255.9312,5.078
3550.60,50.857,258.1501,5.076
3550.80,50.03,254.0523,5.078
3551.00,49.265,250.3647,5.082
3551.20,49.265,250.1677,5.078
3551.40,50.487,256.5749,5.082
3551.60,50.919,258.4648,5.076
3551.80,50.018,254.0914,5.08
3552.00,49.265,250.2662,5.08
3552.20,49.265,250.0692,5.076
3552.40,50.487,256.5749,5.082
3552.60,50.968,259.1213,5.084
3552.80,49.981,254.0034,5.082
3553.00,49.215,250.2091,5.084
3553.20,49.265,250.3647,5.082
3553.40,50.45,256.3869,5.082
3553.60,51.017,259.4724,5.086
3553.80,49.956,253.8764,5.082
3554.00,49.252,250.2986,5.082
3554.20,49.277,250.4257,5.082
3554.40,50.536,256.5208,5.076
3554.60,50.968,258.7136,5.076
3554.80,49.919,253.5885,5.08
3555.00,49.277,250.1301,5.076
3555.20,49.203,249.8528,5.078
3555.40,50.462,256.2461,5.078
3555.60,51.017,259.0643,5.078
3555.80,49.882,253.4006,5.08
3556.00,49.24,250.1392,5.08
3556.20,49.302,250.3555,5.078
3556.40,50.499,256.4339,5.078
3556.60,51.067,259.4203,5.08
3556.80,49.857,253.3733,5.082
3557.00,49.252,250.3972,5.084
3557.20,49.252,250.0032,5.076
3557.40,50.499,256.3329,5.076
3557.60,51.042,259.2934,5.08
3557.80,49.808,253.1242,5.082
3558.00,49.265,250.3647,5.082
3558.20,49.19,249.59,5.074
3558.40,50.511,256.3939,5.076
3558.60,51.104,259.6083,5.08
3558.80,49.832,253.2462,5.082
3559.00,49.277,250.3272,5.08
3559.20,49.302,250.4541,5.08
3559.40,50.499,256.7369,5.084
3559.60,51.166,260.128,5.084
3559.80,49.795,253.0582,5.082
3560.00,49.24,250.2377,5.082
3560.20,49.215,250.0122,5.08
3560.40,50.536,256.7229,5.08
3560.60,51.079,259.7878,5.086
3560.80,49.808,253.1242,5.082
3561.00,49.302,250.6514,5.084
3561.20,49.228,250.1767,5.082
3561.40,50.524,256.5609,5.078
3561.60,51.215,259.9673,5.076
3561.80,49.783,252.7981,5.078
3562.00,49.314,250.7124,5.084
3562.20,49.277,250.5243,5.084
3562.40,50.524,256.4598,5.076
3562.60,51.166,259.9233,5.08
3562.80,49.734,252.8477,5.084
3563.00,49.19,249.3933,5.07
3563.20,52.61,267.4692,5.084
3563.40,50.598,257.139,5.082
3563.60,51.19,259.9428,5.078
3563.80,49.734,252.7482,5.082
3564.00,49.228,249.9798,5.078
3564.20,50.548,256.5817,5.076
3564.40,51.252,260.1552,5.076
3564.60,49.66,252.3721,5.082
3564.80,49.277,250.5243,5.084
3565.00,49.24,250.1392,5.08
3565.20,50.511,256.3939,5.076
3565.40,51.24,260.4017,5.082
3565.60,49.771,252.7371,5.078
3565.80,49.252,249.9046,5.074
3566.00,49.252,250.0032,5.076
3566.20,50.573,256.9109,5.08
3566.40,51.301,260.7117,5.082
3566.60,49.672,252.4331,5.082
3566.80,49.289,250.2896,5.078
3567.00,49.215,249.9138,5.078
3567.20,50.548,256.8849,5.082
3567.40,51.24,260.4017,5.082
3567.60,49.623,252.1841,5.082
3567.80,49.24,250.0407,5.078
3568.00,49.302,250.4541,5.08
3568.20,50.561,256.951,5.082
3568.40,51.363,261.1295,5.084
3568.60,49.647,252.306,5.082
3568.80,49.265,250.2662,5.08
3569.00,49.289,250.4867,5.082
3569.20,50.672,257.4138,5.08
3569.40,51.264,260.4211,5.08
3569.60,49.598,252.1562,5.084
3569.80,49.252,250.2986,5.082
3570.00,49.141,249.6363,5.08
3570.20,50.573,256.9109,5.08
3570.40,51.388,260.9483,5.078
3570.60,49.635,252.2451,5.082
3570.80,49.24,249.8438,5.074
3571.00,49.314,250.7124,5.084
3571.20,50.598,256.9366,5.078
3571.40,51.351,260.9658,5.082
3571.60,49.598,251.9578,5.08
3571.80,49.24,250.0407,5.078
3572.00,49.228,250.2752,5.084
3572.20,50.61,257.0988,5.08
3572.40,51.338,260.797,5.08
3572.60,49.573,251.93,5.082
3572.80,49.289,250.191,5.076
3573.00,49.215,250.1106,5.082
3573.20,50.635,257.2258,5.08
3573.40,51.4,261.0092,5.078
3573.60,49.585,251.991,5.082
3573.80,49.215,250.0122,5.08
3574.00,49.265,249.9706,5.074
3574.20,50.561,256.6476,5.076
3574.40,51.351,260.9658,5.082
3574.60,49.524,251.681,5.082
3574.80,49.215,250.0122,5.08
3575.00,49.24,250.3362,5.084
3575.20,50.622,256.9573,5.076
3575.40,51.412,261.3786,5.084
3575.60,49.511,251.4169,5.078
3575.80,49.326,250.6747,5.082
3576.00,49.24,250.3362,5.084
3576.20,50.635,257.0233,5.076
3576.40,51.449,261.5667,5.084
3576.60,49.511,251.5159,5.08
3576.80,49.215,250.0122,5.08
3577.00,49.215,250.1106,5.082
3577.20,50.548,256.6827,5.078
3577.40,51.425,261.239,5.08
3577.60,49.548,251.8029,5.082
3577.80,49.228,249.8813,5.076
3578.00,49.228,250.2752,5.084
3578.20,50.61,257.2,5.082
3578.40,51.412,260.8645,5.074
3578.60,49.511,251.7139,5.084
3578.80,49.277,250.3272,5.08
3579.00,49.178,250.021,5.084
3579.20,50.598,257.139,5.082
3579.40,49.425,251.2767,5.084
3579.60,49.228,249.8813,5.076
3579.80,49.289,250.5853,5.084
3580.00,50.585,256.7695,5.076
3580.20,51.462,261.5299,5.082
3580.40,49.462,251.168,5.078
3580.60,49.215,250.3075,5.086
3580.80,49.265,250.4633,5.084
3581.00,50.647,256.9829,5.074
3581.20,51.425,261.3418,5.082
3581.40,49.45,251.0082,5.076
3581.60,49.24,250.3362,5.084
3581.80,49.228,250.2752,5.084
3582.00,50.622,257.3623,5.084
3582.20,51.561,261.6205,5.074
3582.40,49.462,251.168,5.078
3582.60,49.265,250.3647,5.082
3582.80,49.252,250.3972,5.084
3583.00,50.622,257.261,5.082
3583.20,51.536,262.009,5.084
3583.40,49.474,251.229,5.078
3583.60,49.178,249.9226,5.082
3583.80,49.203,250.0496,5.082
3584.00,50.61,257.2,5.082
3584.20,51.462,261.5299,5.082
3584.40,49.425,251.079,5.08
3584.60,49.314,250.4165,5.078
3584.80,49.252,249.9046,5.074
3585.00,50.659,257.2464,5.078
3585.20,51.548,261.7607,5.078
3585.40,49.4,250.8532,5.078
3585.60,49.24,250.2377,5.082
3585.80,49.252,250.2986,5.082
3586.00,50.61,257.2,5.082
3586.20,51.499,261.8209,5.084
3586.40,49.388,250.891,5.08
3586.60,49.178,249.6275,5.076
3586.80,49.265,250.2662,5.08
3587.00,50.635,257.3271,5.082
3587.20,51.536,262.009,5.084
3587.40,49.413,251.018,5.08
3587.60,49.228,249.8813,5.076
3587.80,49.252,250.2986,5.082
3588.00,50.647,257.4893,5.084
3588.20,51.573,262.3003,5.086
3588.40,49.351,250.7031,5.08
3588.60,49.228,249.9798,5.078
3588.80,49.228,250.1767,5.082
3589.00,50.647,257.2867,5.08
3589.20,51.573,262.094,5.082
3589.40,49.45,251.3049,5.082
3589.60,49.24,250.2377,5.082
3589.80,49.24,250.3362,5.084
3590.00,50.647,257.1855,5.078
3590.20,51.561,261.7237,5.076
3590.40,49.376,250.8301,5.08
3590.60,49.265,250.4633,5.084
3590.80,49.215,250.1106,5.082
3591.00,50.635,257.3271,5.082
3591.20,51.548,261.7607,5.078
3591.40,49.363,250.764,5.08
3591.60,49.252,250.1017,5.078
3591.80,49.228,249.7829,5.074
3592.00,50.659,257.2464,5.078
3592.20,51.585,262.0518,5.08
3592.40,49.4,250.952,5.08
3592.60,49.228,249.9798,5.078
3592.80,49.24,250.0407,5.078
3593.00,50.635,257.0233,5.076
3593.20,51.548,261.7607,5.078
3593.40,49.363,250.6653,5.078
3593.60,49.277,250.1301,5.076
3593.80,49.19,249.59,5.074
3594.00,50.709,257.2975,5.074
3594.20,51.598,262.3242,5.084
3594.40,49.388,251.0886,5.084
3594.60,49.228,250.1767,5.082
3594.80,50.647,257.0842,5.076
3595.00,51.598,261.9115,5.076
3595.20,49.388,250.891,5.08
3595.40,49.215,249.9138,5.078
3595.60,49.178,249.7259,5.078
3595.80,50.672,257.4138,5.08
3596.00,51.561,262.033,5.082
3596.20,49.326,250.6747,5.082
3596.40,49.265,249.9706,5.074
3596.60,49.228,249.9798,5.078
3596.80,50.672,257.5151,5.082
3597.00,51.647,262.47,5.082
3597.20,49.339,250.8395,5.084
3597.40,49.228,249.8813,5.076
3597.60,49.228,249.9798,5.078
3597.80,50.622,257.4635,5.086
3598.00,51.598,262.0146,5.078
3598.20,49.351,250.9992,5.086
3598.40,49.19,250.082,5.084
3598.60,49.19,249.9836,5.082
3598.80,50.684,257.4747,5.08
3599.00,51.598,262.221,5.082
3599.20,49.376,250.8301,5.08
3599.40,49.277,250.3272,5.08
3599.60,49.215,250.1106,5.082
3599.80,50.647,257.1855,5.078
3600.00,51.585,262.155,5.082
3600.20,49.339,250.4448,5.076
3600.40,49.228,250.1767,5.082
3600.60,49.215,249.9138,5.078
3600.80,50.635,257.4283,5.084
3601.00,51.635,262.2025,5.078
3601.20,49.351,250.8018,5.082
3601.40,49.289,250.3881,5.08
3601.60,49.19,249.9836,5.082
3601.80,50.684,257.5761,5.082
3602.00,51.659,262.531,5.082
3602.20,49.326,250.4774,5.078
3602.40,49.302,250.5527,5.082
3602.60,49.215,249.9138,5.078
3602.80,50.659,257.1451,5.076
3603.00,51.585,262.155,5.082
3603.20,49.326,250.6747,5.082
3603.40,49.203,250.1481,5.084
3603.60,49.302,250.4541,5.08
3603.80,50.647,257.5906,5.086
3604.00,51.622,262.2398,5.08
3604.20,49.363,250.6653,5.078
3604.40,49.265,250.3647,5.082
3604.60,49.265,250.0692,5.076
3604.80,50.721,257.8656,5.084
3605.00,51.585,261.9486,5.078
3605.20,49.265,250.3647,5.082
3605.40,49.24,250.1392,5.08
3605.60,49.19,249.6884,5.076
3605.80,50.659,257.5504,5.084
3606.00,51.696,262.5123,5.078
3606.20,49.314,250.3179,5.076
3606.40,49.215,250.0122,5.08
3606.60,49.265,250.2662,5.08
3606.80,50.659,257.449,5.082
3607.00,51.647,262.5734,5.084
3607.20,49.326,250.3788,5.076
3607.40,49.19,249.8852,5.08
3607.60,49.24,250.0407,5.078
3607.80,50.659,257.449,5.082
3608.00,51.598,262.221,5.082
3608.20,49.314,250.7124,5.084
3608.40,49.265,250.2662,5.08
3608.60,49.24,249.9423,5.076
3608.80,50.647,257.0842,5.076
3609.00,51.672,262.3904,5.078
3609.20,49.339,250.7408,5.082
3609.40,49.203,250.1481,5.084
3609.60,49.252,250.3972,5.084
3609.80,50.622,257.261,5.082
3610.00,51.622,262.1365,5.078
3610.20,49.178,249.9226,5.082
3610.40,49.24,249.9423,5.076
3610.60,50.746,257.9927,5.084
3610.80,51.635,262.4091,5.082
3611.00,49.351,250.7031,5.08
3611.20,49.24,250.2377,5.082
3611.40,49.24,250.1392,5.08
3611.60,50.721,257.6627,5.08
3611.80,51.721,262.6393,5.078
3612.00,49.265,250.1677,5.078
3612.20,49.215,249.8154,5.076
3612.40,49.265,250.3647,5.082
3612.60,50.659,257.1451,5.076
3612.80,51.635,262.5123,5.084
3613.00,49.388,250.9898,5.082
3613.20,49.252,250.2986,5.082
3613.40,49.24,250.3362,5.084
3613.60,50.684,257.272,5.076
3613.80,51.684,262.6581,5.082
3614.00,49.326,250.6747,5.082
3614.20,49.302,250.5527,5.082
3614.40,49.215,249.9138,5.078
3614.60,50.672,257.5151,5.082
3614.80,51.672,262.7005,5.084
3615.00,49.265,250.3647,5.082
3615.20,49.302,250.3555,5.078
3615.40,49.24,249.8438,5.074
3615.60,50.721,257.5612,5.078
3615.80,51.709,262.8885,5.084
3616.00,49.351,250.8018,5.082
3616.20,49.228,250.0782,5.08
3616.40,49.252,250.0032,5.076
3616.60,50.696,257.4343,5.078
3616.80,51.647,262.1602,5.076
3617.00,49.265,250.0692,5.076
3617.20,49.19,249.6884,5.076
3617.40,49.228,249.9798,5.078
3617.60,50.672,257.4138,5.08
3617.80,51.709,262.7851,5.082
3618.00,49.314,250.7124,5.084
3618.20,49.277,250.5243,5.084
3618.40,49.228,250.2752,5.084
3618.60,50.696,257.5357,5.08
3618.80,51.635,262.0993,5.076
3619.00,49.339,250.6421,5.08
3619.20,49.228,250.1767,5.082
3619.40,49.228,250.1767,5.082
3619.60,50.733,257.9266,5.084
3619.80,51.647,262.5734,5.084
3620.00,49.302,250.4541,5.08
3620.20,49.277,250.2286,5.078
3620.40,49.252,250.2001,5.08
3620.60,50.659,257.449,5.082
3620.80,51.696,262.7191,5.082
3621.00,49.277,250.4257,5.082
3621.20,49.252,250.3972,5.084
3621.40,49.265,250.3647,5.082
3621.60,50.622,257.3623,5.084
3621.80,51.684,262.6581,5.082
3622.00,49.277,250.3272,5.08
3622.20,49.228,250.1767,5.082
3622.40,49.215,249.8154,5.076
3622.60,50.696,257.4343,5.078
3622.80,51.659,262.7377,5.086
3623.00,49.302,250.257,5.076
3623.20,49.24,250.0407,5.078
3623.40,49.215,250.1106,5.082
3623.60,50.696,257.6371,5.082
3623.80,51.696,262.8225,5.084
3624.00,49.215,249.9138,5.078
3624.20,49.228,250.2752,5.084
3624.40,49.203,250.0496,5.082
3624.60,50.659,257.449,5.082
3624.80,51.721,262.9496,5.084
3625.00,49.314,250.6137,5.082
3625.20,49.252,250.4957,5.086
3625.40,49.252,250.2986,5.082
3625.60,50.684,257.6775,5.084
3625.80,51.672,262.4938,5.08
3626.00,49.302,250.3555,5.078
3626.20,49.24,249.9423,5.076
3626.40,49.19,249.6884,5.076
3626.60,50.684,257.4747,5.08
3626.80,51.684,262.6581,5.082
3627.00,49.252,250.2986,5.082
3627.20,49.24,250.2377,5.082
3627.40,49.289,250.4867,5.082
3627.60,50.647,257.1855,5.078
3627.80,51.733,263.114,5.086
3628.00,49.326,250.6747,5.082
3628.20,49.228,250.1767,5.082
3628.40,49.228,250.0782,5.08
3628.60,50.795,258.0386,5.08
3628.80,51.696,262.6157,5.08
3629.00,49.252,250.1017,5.078
3629.20,49.24,250.2377,5.082
3629.40,49.215,250.0122,5.08
3629.60,50.709,257.6017,5.08
3629.80,51.684,262.4514,5.078
3630.00,49.277,250.2286,5.078
3630.20,49.277,250.1301,5.076
3630.40,49.302,250.257,5.076
3630.60,50.709,257.8046,5.084
3630.80,51.709,262.7851,5.082
3631.00,49.339,250.8395,5.084
3631.20,49.19,249.8852,5.08
3631.40,49.228,250.2752,5.084
3631.60,50.721,257.6627,5.08
3631.80,51.647,262.47,5.082
3632.00,49.277,250.5243,5.084
3632.20,49.277,250.2286,5.078
3632.40,49.265,250.0692,5.076
3632.60,50.684,257.3734,5.078
3632.80,51.721,262.9496,5.084
3633.00,49.289,250.4867,5.082
3633.20,49.215,249.8154,5.076
3633.40,49.252,250.1017,5.078
3633.60,50.647,257.4893,5.084
3633.80,51.647,262.47,5.082
3634.00,49.289,250.191,5.076
3634.20,49.228,250.1767,5.082
3634.40,49.215,250.2091,5.084
3634.60,50.733,257.5207,5.076
3634.80,51.709,262.6817,5.08
3635.00,49.302,250.5527,5.082
3635.20,49.24,250.0407,5.078
3635.40,49.215,250.0122,5.08
3635.60,50.684,257.5761,5.082
3635.80,51.758,262.9306,5.08
3636.00,49.228,249.8813,5.076
3636.20,49.203,250.0496,5.082
3636.40,49.24,250.3362,5.084
3636.60,50.659,257.3477,5.08
3636.80,51.659,262.3244,5.078
3637.00,49.314,250.6137,5.082
3637.20,49.228,250.1767,5.082
3637.40,49.289,250.0924,5.074
3637.60,50.672,257.4138,5.08
3637.80,51.696,262.7191,5.082
3638.00,49.252,250.0032,5.076
3638.20,49.265,250.3647,5.082
3638.40,49.19,250.1803,5.086
3638.60,50.647,256.9829,5.074
3638.80,51.721,262.5358,5.076
3639.00,49.24,249.9423,5.076
3639.20,49.252,250.2986,5.082
3639.40,49.24,250.3362,5.084
3639.60,50.684,257.272,5.076
3639.80,51.709,262.7851,5.082
3640.00,49.289,250.5853,5.084
3640.20,49.265,250.4633,5.084
3640.40,49.252,250.2986,5.082
3640.60,50.709,257.7031,5.082
3640.80,51.622,262.343,5.082
3641.00,49.252,250.4957,5.086
3641.20,49.252,250.2986,5.082
3641.40,49.203,250.0496,5.082
3641.60,50.696,257.6371,5.082
3641.80,51.721,262.6393,5.078
3642.00,49.24,250.2377,5.082
3642.20,49.265,250.1677,5.078
3642.40,49.24,250.2377,5.082
3642.60,50.635,257.5296,5.086
3642.80,51.721,262.7427,5.08
3643.00,49.277,250.2286,5.078
3643.20,49.215,250.1106,5.082
3643.40,49.215,249.9138,5.078
3643.60,50.635,257.3271,5.082
3643.80,51.672,262.4938,5.08
3644.00,49.265,250.2662,5.08
3644.20,49.277,250.4257,5.082
3644.40,49.203,249.8528,5.078
3644.60,50.696,257.6371,5.082
3644.80,51.696,262.7191,5.082
3645.00,49.277,250.3272,5.08
3645.20,49.302,250.5527,5.082
3645.40,49.265,250.0692,5.076
3645.60,50.696,257.6371,5.082
3645.80,51.672,262.4938,5.08
3646.00,49.252,250.2001,5.08
3646.20,49.178,250.021,5.084
3646.40,49.24,250.0407,5.078
3646.60,50.733,257.9266,5.084
3646.80,51.684,262.4514,5.078
3647.00,49.289,250.4867,5.082
3647.20,49.289,250.4867,5.082
3647.40,49.203,250.0496,5.082
3647.60,50.709,257.3989,5.076
3647.80,51.733,262.9071,5.082
3648.00,49.228,249.8813,5.076
3648.20,49.215,250.1106,5.082
3648.40,49.252,250.1017,5.078
3648.60,50.659,257.2464,5.078
3648.80,51.709,262.6817,5.08
3649.00,49.351,250.7031,5.08
3649.20,49.215,250.0122,5.08
3649.40,49.215,250.0122,5.08
3649.60,50.746,257.8911,5.082
3649.80,51.696,262.6157,5.08
3650.00,49.289,250.2896,5.078
3650.20,49.203,250.0496,5.082
3650.40,49.228,249.9798,5.078
3650.60,50.672,257.5151,5.082
3650.80,51.647,262.1602,5.076
3651.00,49.265,250.4633,5.084
3651.20,49.215,250.1106,5.082
3651.40,49.289,250.3881,5.08
3651.60,50.684,257.4747,5.08
3651.80,51.733,262.9071,5.082
3652.00,49.265,250.4633,5.084
3652.20,49.215,250.2091,5.084
3652.40,49.24,250.2377,5.082
3652.60,50.783,258.0792,5.082
3652.80,51.709,262.7851,5.082
3653.00,49.24,250.0407,5.078
3653.20,49.215,250.0122,5.08
3653.40,49.203,250.0496,5.082
3653.60,50.696,257.6371,5.082
3653.80,51.758,262.8271,5.078
3654.00,49.302,250.257,5.076
3654.20,49.265,250.0692,5.076
3654.40,49.228,250.0782,5.08
3654.60,50.733,257.8251,5.082
3654.80,51.709,262.7851,5.082
3655.00,49.326,250.7734,5.084
3655.20,49.228,250.1767,5.082
3655.40,49.228,249.7829,5.074
3655.60,50.684,257.1706,5.074
3655.80,51.672,262.2871,5.076
3656.00,49.302,250.3555,5.078
3656.20,49.252,250.2986,5.082
3656.40,49.228,250.1767,5.082
3656.60,50.721,257.967,5.086
3656.80,51.746,263.0767,5.084
3657.00,49.265,250.4633,5.084
3657.20,49.277,250.4257,5.082
3657.40,49.228,250.1767,5.082
3657.60,50.672,257.6165,5.084
3657.80,51.696,262.7191,5.082
3658.00,49.277,250.2286,5.078
3658.20,49.203,249.9512,5.08
3658.40,49.203,250.0496,5.082
3658.60,50.721,257.5612,5.078
3658.80,51.721,262.7427,5.08
3659.00,49.326,250.6747,5.082
3659.20,49.265,250.4633,5.084
3659.40,49.215,250.1106,5.082
3659.60,50.696,257.5357,5.08
3659.80,51.746,262.8697,5.08
3660.00,49.19,249.6884,5.076
3660.20,49.24,249.9423,5.076
3660.40,49.203,249.7544,5.076
3660.60,50.647,257.1855,5.078
3660.80,51.721,262.6393,5.078
3661.00,49.265,250.3647,5.082
3661.20,49.265,250.3647,5.082
3661.40,49.215,249.9138,5.078
3661.60,50.709,257.3989,5.076
3661.80,51.733,262.8036,5.08
3662.00,49.277,250.4257,5.082
3662.20,49.265,250.2662,5.08
3662.40,49.203,249.8528,5.078
3662.60,50.672,257.4138,5.08
3662.80,51.696,262.7191,5.082
3663.00,49.24,250.2377,5.082
3663.20,49.215,249.9138,5.078
3663.40,49.289,250.3881,5.08
3663.60,50.647,257.388,5.082
3663.80,51.746,262.8697,5.08
3664.00,49.265,250.3647,5.082
3664.20,49.24,249.9423,5.076
3664.40,49.252,250.2986,5.082
3664.60,50.771,258.0182,5.082
3664.80,51.635,262.4091,5.082
3665.00,49.265,250.1677,5.078
3665.20,49.228,249.8813,5.076
3665.40,49.203,249.8528,5.078
3665.60,50.672,257.4138,5.08
3665.80,51.758,263.0341,5.082
3666.00,49.265,250.3647,5.082
3666.20,49.24,250.2377,5.082
3666.40,49.289,250.4867,5.082
3666.60,50.709,257.7031,5.082
3666.80,51.672,262.4938,5.08
3667.00,49.277,250.3272,5.08
3667.20,49.228,250.0782,5.08
3667.40,49.215,250.0122,5.08
3667.60,50.684,257.4747,5.08
3667.80,51.721,262.6393,5.078
3668.00,49.265,250.1677,5.078
3668.20,49.24,250.0407,5.078
3668.40,49.228,250.0782,5.08
3668.60,50.733,257.6222,5.078
3668.80,51.733,262.5967,5.076
3669.00,49.252,249.9046,5.074
3669.20,49.215,250.2091,5.084
3669.40,49.265,250.1677,5.078
3669.60,50.647,257.2867,5.08
3669.80,51.709,262.7851,5.082
3670.00,49.277,250.2286,5.078
3670.20,49.203,250.1481,5.084
3670.40,49.203,250.0496,5.082
3670.60,50.771,257.9167,5.08
3670.80,51.709,262.5783,5.078
3671.00,49.277,250.3272,5.08
3671.20,49.265,250.2662,5.08
3671.40,49.215,250.0122,5.08
3671.60,50.721,257.6627,5.08
3671.80,51.733,262.7002,5.078
3672.00,49.24,250.2377,5.082
3672.20,49.228,249.9798,5.078
3672.40,49.203,249.656,5.074
3672.60,50.684,257.5761,5.082
3672.80,51.635,262.5123,5.084
3673.00,49.314,250.6137,5.082
3673.20,49.252,250.2001,5.08
3673.40,49.265,250.1677,5.078
3673.60,50.672,257.3124,5.078
3673.80,51.721,262.5358,5.076
3674.00,49.265,250.0692,5.076
3674.20,49.289,250.2896,5.078
3674.40,49.178,249.7259,5.078
3674.60,50.672,257.3124,5.078
3674.80,51.709,262.5783,5.078
3675.00,49.203,249.8528,5.078
3675.20,49.19,249.7868,5.078
3675.40,49.326,250.5761,5.08
3675.60,50.684,257.5761,5.082
3675.80,51.733,262.9071,5.082
3676.00,49.302,250.5527,5.082
3676.20,49.228,250.1767,5.082
3676.40,49.215,250.2091,5.084
3676.60,50.758,257.7491,5.078
3676.80,51.721,262.8461,5.082
3677.00,49.228,250.1767,5.082
3677.20,49.215,250.2091,5.084
3677.40,49.215,250.1106,5.082
3677.60,50.647,257.388,5.082
3677.80,51.709,262.7851,5.082
3678.00,49.252,250.2986,5.082
3678.20,49.228,250.2752,5.084
3678.40,49.289,250.5853,5.084
3678.60,50.696,257.7385,5.084
3678.80,51.721,262.7427,5.08
3679.00,49.326,250.3788,5.076
3679.20,49.203,249.9512,5.08
3679.40,49.215,250.1106,5.082
3679.60,50.684,257.4747,5.08
3679.80,51.672,262.3904,5.078
3680.00,49.228,249.7829,5.074
3680.20,49.265,250.3647,5.082
3680.40,49.265,250.3647,5.082
3680.60,50.684,257.6775,5.084
3680.80,51.746,262.7662,5.078
3681.00,49.265,250.3647,5.082
3681.20,49.24,250.1392,5.08
3681.40,49.252,250.2001,5.08
3681.60,50.659,257.449,5.082
3681.80,51.684,262.4514,5.078
3682.00,49.228,249.9798,5.078
3682.20,49.19,249.6884,5.076
3682.40,49.203,250.2464,5.086
3682.60,50.733,257.5207,5.076
3682.80,51.696,262.8225,5.084
3683.00,49.277,250.4257,5.082
3683.20,49.265,250.3647,5.082
3683.40,49.215,250.1106,5.082
3683.60,50.684,257.5761,5.082
3683.80,51.758,263.0341,5.082
3684.00,49.215,249.9138,5.078
3684.20,49.252,250.1017,5.078
3684.40,49.19,249.9836,5.082
3684.60,50.622,256.9573,5.076
3684.80,51.721,262.8461,5.082
3685.00,49.265,250.1677,5.078
3685.20,49.178,249.7259,5.078
3685.40,49.24,250.2377,5.082
3685.60,50.684,257.3734,5.078
3685.80,51.659,262.531,5.082
3686.00,49.277,250.4257,5.082
3686.20,49.252,250.0032,5.076
3686.40,49.215,250.1106,5.082
3686.60,50.647,257.2867,5.08
3686.80,51.709,262.3715,5.074
3687.00,49.252,250.3972,5.084
3687.20,49.24,250.0407,5.078
3687.40,49.24,250.3362,5.084
3687.60,50.684,257.5761,5.082
3687.80,51.709,262.7851,5.082
3688.00,49.289,250.4867,5.082
3688.20,49.24,250.4346,5.086
3688.40,49.203,249.7544,5.076
3688.60,50.684,257.5761,5.082
3688.80,51.672,262.1837,5.074
3689.00,49.265,250.4633,5.084
3689.20,49.252,250.3972,5.084
3689.40,49.178,249.9226,5.082
3689.60,50.672,257.6165,5.084
3689.80,51.721,262.7427,5.08
3690.00,49.314,250.6137,5.082
3690.20,49.252,250.3972,5.084
3690.40,49.265,250.2662,5.08
3690.60,50.696,257.2315,5.074
3690.80,51.77,263.0951,5.082
3691.00,49.326,250.3788,5.076
3691.20,49.203,250.0496,5.082
3691.40,49.19,249.6884,5.076
3691.60,50.635,257.2258,5.08
3691.80,51.659,262.6344,5.084
3692.00,49.252,250.2986,5.082
3692.20,49.326,250.5761,5.08
3692.40,49.19,249.8852,5.08
3692.60,50.672,257.6165,5.084
3692.80,51.746,262.7662,5.078
3693.00,49.265,250.3647,5.082
3693.20,49.24,250.1392,5.08
3693.40,49.265,250.1677,5.078
3693.60,50.659,257.449,5.082
3693.80,51.709,262.4749,5.076
3694.00,49.252,250.2986,5.082
3694.20,49.215,250.1106,5.082
3694.40,49.24,250.1392,5.08
3694.60,50.783,258.0792,5.082
3694.80,51.659,262.531,5.082
3695.00,49.265,250.2662,5.08
3695.20,49.302,250.5527,5.082
3695.40,49.203,250.0496,5.082
3695.60,50.672,257.5151,5.082
3695.80,51.733,262.4933,5.074
3696.00,49.265,250.3647,5.082
3696.20,49.178,249.9226,5.082
3696.40,49.215,249.8154,5.076
3696.60,50.647,257.4893,5.084
3696.80,51.647,262.47,5.082
3697.00,49.289,250.6839,5.086
3697.20,49.215,250.1106,5.082
3697.40,49.228,249.8813,5.076
3697.60,50.709,257.7031,5.082
3697.80,51.659,262.531,5.082
3698.00,49.265,250.4633,5.084
3698.20,49.24,250.2377,5.082
3698.40,49.19,249.6884,5.076
3698.60,50.647,257.2867,5.08
3698.80,51.733,262.9071,5.082
3699.00,49.215,250.0122,5.08
3699.20,49.24,250.3362,5.084
3699.40,49.302,250.6514,5.084
3699.60,50.672,257.4138,5.08
3699.80,51.721,262.5358,5.076
3700.00,49.302,250.4541,5.08
3700.20,49.289,250.4867,5.082
3700.40,49.24,250.3362,5.084
3700.60,50.684,257.4747,5.08
3700.80,51.659,262.2211,5.076
3701.00,49.228,250.1767,5.082
3701.20,49.228,250.2752,5.084
3701.40,49.19,250.1803,5.086
3701.60,50.659,257.2464,5.078
3701.80,51.783,262.9541,5.078
3702.00,49.215,250.1106,5.082
3702.20,49.228,250.1767,5.082
3702.40,49.228,249.7829,5.074
3702.60,50.647,257.0842,5.076
3702.80,51.733,263.0106,5.084
3703.00,49.24,250.2377,5.082
3703.20,49.228,250.1767,5.082
3703.40,49.178,249.8242,5.08
3703.60,50.647,257.1855,5.078
3703.80,49.228,250.1767,5.082
3704.00,49.265,250.3647,5.082
3704.20,49.215,250.1106,5.082
3704.40,50.709,257.8046,5.084
3704.60,51.758,263.0341,5.082
